State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,2021,Air,Noise,1.18
Oregon,Redmond,2021,Water,Thermal,1.87
Oregon,Redmond,2021,Soil,Light,3.82
Oregon,Redmond,2021,Air,Surface water,6.71
Oregon,Redmond,2021,Water,Chemical,9.31
Oregon,Redmond,2021,Soil,Solid Waste,11.36
Oregon,Redmond,2021,Air,Inferior Irrigation,14.46
Oregon,Redmond,2021,Water,Noise,25.29
Oregon,Redmond,2021,Soil,Thermal,25.04
Minnesota,Portland,2019,Air,Noise,-95.75
Minnesota,Portland,2019,Water,Thermal,-93.95
Minnesota,Portland,2019,Soil,Light,-91.59
Minnesota,Portland,2019,Air,Surface water,-90.74
Minnesota,Portland,2019,Water,Chemical,39.88
Minnesota,Portland,2019,Soil,Solid Waste,40.08
Minnesota,Portland,2019,Air,Inferior Irrigation,-91.25
Minnesota,Portland,2019,Water,Noise,-84.31
Minnesota,Portland,2019,Soil,Thermal,-80.66
Florida,Salem,2021,Air,Noise,-79.07
Florida,Salem,2021,Water,Thermal,-78.05
Florida,Salem,2021,Soil,Light,-77.5
Florida,Salem,2021,Air,Surface water,52.39
Florida,Salem,2021,Water,Chemical,-77.89
Florida,Salem,2021,Soil,Solid Waste,-71.45
Florida,Salem,2021,Air,Inferior Irrigation,-70.39
Florida,Salem,2021,Water,Noise,-69.33
Florida,Salem,2021,Soil,Thermal,-71.62
Oregon,Rochester,2019,Air,Noise,-67.05
Oregon,Rochester,2019,Water,Thermal,-66.22
Oregon,Rochester,2019,Soil,Light,65.59
Oregon,Rochester,2019,Air,Surface water,65.69
Oregon,Rochester,2019,Water,Chemical,-61.18
Oregon,Rochester,2019,Soil,Solid Waste,69.87
Oregon,Rochester,2019,Air,Inferior Irrigation,-58.96
Oregon,Rochester,2019,Water,Noise,-56.35
Oregon,Rochester,2019,Soil,Thermal,-55.89
Minnesota,Hastings,2021,Air,Noise,72.74
Minnesota,Hastings,2021,Water,Thermal,75.71
Minnesota,Hastings,2021,Soil,Light,-56.61
Minnesota,Hastings,2021,Air,Surface water,-50.59
Minnesota,Hastings,2021,Water,Chemical,82.29
Minnesota,Hastings,2021,Soil,Solid Waste,85.06
Minnesota,Hastings,2021,Air,Inferior Irrigation,85.97
Minnesota,Hastings,2021,Water,Noise,87.57
Minnesota,Hastings,2021,Soil,Thermal,90.68
Florida,Tampa,2019,Air,Noise,90.91
Florida,Tampa,2019,Water,Thermal,-36.86
Florida,Tampa,2019,Soil,Light,-35.51
Florida,Tampa,2019,Air,Surface water,94.07
Florida,Tampa,2019,Water,Chemical,-34.03
Florida,Tampa,2019,Soil,Solid Waste,95.98
Florida,Tampa,2019,Air,Inferior Irrigation,91.74
Florida,Tampa,2019,Water,Noise,-34.88
Florida,Tampa,2019,Soil,Thermal,-27.74
Oregon,Fort Lauderdale,2021,Air,Noise,-25.76
Oregon,Fort Lauderdale,2021,Water,Thermal,-25.46
Oregon,Fort Lauderdale,2021,Soil,Light,-22.55
Oregon,Fort Lauderdale,2021,Air,Surface water,-20.66
Oregon,Fort Lauderdale,2021,Water,Chemical,-19.52
Oregon,Fort Lauderdale,2021,Soil,Solid Waste,-18.53
Oregon,Fort Lauderdale,2021,Air,Inferior Irrigation,-10.76
Oregon,Fort Lauderdale,2021,Water,Noise,-9.97
Oregon,Fort Lauderdale,2021,Soil,Thermal,-4.26
