Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Maryland,Columbia,Wind,Calm,0.64
2015,Maryland,Columbia,Temperature,Breeze,1.48
2015,Maryland,Columbia,Humidity,11-20,2.27
2015,Maryland,Columbia,Wind,21-30,3.58
2015,Maryland,Columbia,Temperature,31-40,3.21
2015,Maryland,Columbia,Humidity,High,5.82
2015,Maryland,Columbia,Wind,Low,1.36
2015,Maryland,Columbia,Temperature,Medium,3.64
2015,Maryland,Columbia,Humidity,Calm,8.54
2022,Florida,Aberdeen,Wind,Calm,6.79
2022,Florida,Aberdeen,Temperature,Breeze,10.41
2022,Florida,Aberdeen,Humidity,11-20,11.3
2022,Florida,Aberdeen,Wind,21-30,12.42
2022,Florida,Aberdeen,Temperature,31-40,11.34
2022,Florida,Aberdeen,Humidity,High,13.2
2022,Florida,Aberdeen,Wind,Low,13.92
2022,Florida,Aberdeen,Temperature,Medium,10.35
2022,Florida,Aberdeen,Humidity,Calm,17.76
2018,Oregon,Fort Lauderdale,Wind,Calm,15.62
2018,Oregon,Fort Lauderdale,Temperature,Breeze,19.01
2018,Oregon,Fort Lauderdale,Humidity,11-20,20.31
2018,Oregon,Fort Lauderdale,Wind,21-30,20.07
2018,Oregon,Fort Lauderdale,Temperature,31-40,22.16
2018,Oregon,Fort Lauderdale,Humidity,High,20.16
2018,Oregon,Fort Lauderdale,Wind,Low,20.83
2018,Oregon,Fort Lauderdale,Temperature,Medium,25.98
2018,Oregon,Fort Lauderdale,Humidity,Calm,19.54
2015,Maryland,Tampa,Wind,Calm,27.21
2015,Maryland,Tampa,Temperature,Breeze,19.67
2015,Maryland,Tampa,Humidity,11-20,26.84
2015,Maryland,Tampa,Wind,21-30,21.24
2015,Maryland,Tampa,Temperature,31-40,26.16
2015,Maryland,Tampa,Humidity,High,24.54
2015,Maryland,Tampa,Wind,Low,27.87
2015,Maryland,Tampa,Temperature,Medium,27.93
2015,Maryland,Tampa,Humidity,Calm,26.59
2022,Florida,Redmond,Wind,Calm,6.9
2022,Florida,Redmond,Temperature,Breeze,27.29
2022,Florida,Redmond,Humidity,11-20,8.34
2022,Florida,Redmond,Wind,21-30,9.36
2022,Florida,Redmond,Temperature,31-40,9.3
2022,Florida,Redmond,Humidity,High,9.46
2022,Florida,Redmond,Wind,Low,10.76
2022,Florida,Redmond,Temperature,Medium,10.7
2022,Florida,Redmond,Humidity,Calm,11.18
2018,Oregon,Portland,Wind,Calm,11.67
2018,Oregon,Portland,Temperature,Breeze,2.5
2018,Oregon,Portland,Humidity,11-20,12.7
2018,Oregon,Portland,Wind,21-30,14.23
2018,Oregon,Portland,Temperature,31-40,14.56
2018,Oregon,Portland,Humidity,High,2.3
2018,Oregon,Portland,Wind,Low,2.37
2018,Oregon,Portland,Temperature,Medium,15.65
2018,Oregon,Portland,Humidity,Calm,4.46
2015,Maryland,Salem,Wind,Calm,4.29
2015,Maryland,Salem,Temperature,Breeze,5.46
2015,Maryland,Salem,Humidity,11-20,4.18
2015,Maryland,Salem,Wind,21-30,18.14
2015,Maryland,Salem,Temperature,31-40,18.28
2015,Maryland,Salem,Humidity,High,18.5
2015,Maryland,Salem,Wind,Low,19.63
2015,Maryland,Salem,Temperature,Medium,26.79
2015,Maryland,Salem,Humidity,Calm,24.25
