State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,2022,Water,Oxygen-depletion,-0.89
Illinois,Springfield,2022,Air,Chemical,7.15
Illinois,Springfield,2022,Soil,Groundwater,9.29
Illinois,Springfield,2022,Water,Light,9.99
Illinois,Springfield,2022,Air,Thermal,11.66
Illinois,Springfield,2022,Soil,Noise,15.04
Illinois,Springfield,2022,Water,Urban Activities,19.58
Illinois,Springfield,2022,Air,Inorganic Fertilizers,28.53
Illinois,Springfield,2022,Soil,Inferior Irrigation,-87.32
Florida,Chicago,2016,Water,Oxygen-depletion,42.1
Florida,Chicago,2016,Air,Chemical,42.9
Florida,Chicago,2016,Soil,Groundwater,-82.69
Florida,Chicago,2016,Water,Light,51.7
Florida,Chicago,2016,Air,Thermal,-76.55
Florida,Chicago,2016,Soil,Noise,-75.94
Florida,Chicago,2016,Water,Urban Activities,57.72
Florida,Chicago,2016,Air,Inorganic Fertilizers,58.98
Florida,Chicago,2016,Soil,Inferior Irrigation,-68.44
Illinois,Tampa,2017,Water,Oxygen-depletion,-66.68
Illinois,Tampa,2017,Air,Chemical,66.6
Illinois,Tampa,2017,Soil,Groundwater,-60.12
Illinois,Tampa,2017,Water,Light,70.34
Illinois,Tampa,2017,Air,Thermal,-53.07
Illinois,Tampa,2017,Soil,Noise,78.41
Illinois,Tampa,2017,Water,Urban Activities,-49.33
Illinois,Tampa,2017,Air,Inorganic Fertilizers,80.64
Illinois,Tampa,2017,Soil,Inferior Irrigation,79.93
Florida,Fort Lauderdale,2022,Water,Oxygen-depletion,82.63
Florida,Fort Lauderdale,2022,Air,Chemical,85.84
Florida,Fort Lauderdale,2022,Soil,Groundwater,90.28
Florida,Fort Lauderdale,2022,Water,Light,-33.14
Florida,Fort Lauderdale,2022,Air,Thermal,96.7
Florida,Fort Lauderdale,2022,Soil,Noise,-24.25
Florida,Fort Lauderdale,2022,Water,Urban Activities,-14.43
Florida,Fort Lauderdale,2022,Air,Inorganic Fertilizers,-9.3
Florida,Fort Lauderdale,2022,Soil,Inferior Irrigation,-5.99
