Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q1,January,Maryland,Columbia,0.45
Production,Factory,Q3,March,Maryland,Baltimore,4.74
Production,Factory,Q4,February,Maryland,Columbia,8.89
Production,Factory,Q1,August,Maryland,Baltimore,10.13
Production,Factory,Q3,July,Maryland,Columbia,10.31
Production,Factory,Q4,September,Maryland,Baltimore,13.79
Production,Factory,Q1,December,Maryland,Columbia,14.06
Production,Factory,Q3,November,Maryland,Baltimore,15.6
Production,Factory,Q4,January,Maryland,Columbia,16.26
Residential,Workshop,Q1,January,Maryland,Columbia,19.21
Residential,Workshop,Q3,March,Maryland,Baltimore,21.69
Residential,Workshop,Q4,February,Maryland,Columbia,24.73
Residential,Workshop,Q1,August,Maryland,Baltimore,27.79
Residential,Workshop,Q3,July,Maryland,Columbia,42.1
Residential,Workshop,Q4,September,Maryland,Baltimore,44.83
Residential,Workshop,Q1,December,Maryland,Columbia,46.57
Residential,Workshop,Q3,November,Maryland,Baltimore,47.57
Residential,Workshop,Q4,January,Maryland,Columbia,48.99
Production,Hotel,Q1,January,Maryland,Columbia,53.48
Production,Hotel,Q3,March,Maryland,Baltimore,54.0
Production,Hotel,Q4,February,Maryland,Columbia,55.04
Production,Hotel,Q1,August,Maryland,Baltimore,56.87
Production,Hotel,Q3,July,Maryland,Columbia,59.3
Production,Hotel,Q4,September,Maryland,Baltimore,61.99
Production,Hotel,Q1,December,Maryland,Columbia,62.71
Production,Hotel,Q3,November,Maryland,Baltimore,65.34
Production,Hotel,Q4,January,Maryland,Columbia,68.32
Residential,House,Q1,January,Maryland,Columbia,69.53
Residential,House,Q3,March,Maryland,Baltimore,70.74
Residential,House,Q4,February,Maryland,Columbia,71.81
Residential,House,Q1,August,Maryland,Baltimore,70.52
Residential,House,Q3,July,Maryland,Columbia,69.72
Residential,House,Q4,September,Maryland,Baltimore,72.45
Residential,House,Q1,December,Maryland,Columbia,75.88
Residential,House,Q3,November,Maryland,Baltimore,73.01
Residential,House,Q4,January,Maryland,Columbia,76.72
Production,Apartment,Q1,January,Maryland,Columbia,80.44
Production,Apartment,Q3,March,Maryland,Baltimore,81.33
Production,Apartment,Q4,February,Maryland,Columbia,82.72
Production,Apartment,Q1,August,Maryland,Baltimore,88.87
Production,Apartment,Q3,July,Maryland,Columbia,92.87
Production,Apartment,Q4,September,Maryland,Baltimore,92.21
Production,Apartment,Q1,December,Maryland,Columbia,97.5
Production,Apartment,Q3,November,Maryland,Baltimore,98.3
Production,Apartment,Q4,January,Maryland,Columbia,99.6
