Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2021,Q1,Beverage,Tea,129.97
Export,2021,Q1,Cereals,Juice,132.43
Export,2021,Q1,Beverage,Corn,531.66
Export,2021,Q1,Cereals,Oats,21.19
Export,2021,Q1,Beverage,Seeds,161.64
Export,2021,Q1,Cereals,Tea,549.95
Export,2019,Q1,Beverage,Tea,424.15
Export,2019,Q1,Cereals,Juice,306.65
Export,2019,Q1,Beverage,Corn,439.92
Export,2019,Q1,Cereals,Oats,185.05
Export,2019,Q1,Beverage,Seeds,58.83
Export,2019,Q1,Cereals,Tea,451.99
Export,2021,Q1,Beverage,Tea,580.67
Export,2021,Q1,Cereals,Juice,454.19
Export,2021,Q1,Beverage,Corn,457.08
Export,2021,Q1,Cereals,Oats,593.96
Export,2021,Q1,Beverage,Seeds,83.57
Export,2021,Q1,Cereals,Tea,347.83
Export,2019,Q1,Beverage,Tea,92.98
Export,2019,Q1,Cereals,Juice,738.87
Export,2019,Q1,Beverage,Corn,870.07
Export,2019,Q1,Cereals,Oats,358.4
Export,2019,Q1,Beverage,Seeds,360.5
Export,2019,Q1,Cereals,Tea,490.89
