Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2021,Cereals,Corn,640.96
Export,2021,Meat,Soybeans,257.67
Export,2021,Beverage,Beef,643.74
Export,2021,Cereals,Camel,260.16
Export,2021,Meat,Pork,522.98
Export,2021,Beverage,Tea,782.16
Export,2021,Cereals,Coffee,785.06
Export,2021,Meat,Corn,414.94
Export,2021,Beverage,Soybeans,801.98
Export,2019,Cereals,Corn,547.49
Export,2019,Meat,Soybeans,555.0
Export,2019,Beverage,Beef,50.24
Export,2019,Cereals,Camel,307.54
Export,2019,Meat,Pork,820.14
Export,2019,Beverage,Tea,961.18
Export,2019,Cereals,Coffee,962.55
Export,2019,Meat,Corn,577.0
Export,2019,Beverage,Soybeans,586.33
Export,2021,Cereals,Corn,976.54
Export,2021,Meat,Soybeans,853.63
Export,2021,Beverage,Beef,856.09
Export,2021,Cereals,Camel,218.57
Export,2021,Meat,Pork,360.91
Export,2021,Beverage,Tea,110.6
Export,2021,Cereals,Coffee,879.71
Export,2021,Meat,Corn,633.83
Export,2021,Beverage,Soybeans,253.27
