Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2022,Q3,Meat,Pork,513.92
Import,2022,Q3,Cereals,Camel,130.03
Import,2022,Q3,Dairy,Lamb,774.56
Import,2022,Q3,Meat,Rice,649.35
Import,2022,Q3,Cereals,Oats,531.08
Import,2022,Q3,Dairy,Yoghurt,535.87
Import,2022,Q3,Meat,Butter,29.89
Import,2022,Q3,Cereals,Cheese,32.48
Import,2022,Q3,Dairy,Pork,930.46
Import,2016,Q3,Meat,Pork,931.68
Import,2016,Q3,Cereals,Camel,292.03
Import,2016,Q3,Dairy,Lamb,37.48
Import,2016,Q3,Meat,Rice,935.33
Import,2016,Q3,Cereals,Oats,552.1
Import,2016,Q3,Dairy,Yoghurt,559.94
Import,2016,Q3,Meat,Butter,948.75
Import,2016,Q3,Cereals,Cheese,437.72
Import,2016,Q3,Dairy,Pork,309.83
Import,2019,Q3,Meat,Pork,181.68
Import,2019,Q3,Cereals,Camel,186.83
Import,2019,Q3,Dairy,Lamb,699.58
Import,2019,Q3,Meat,Rice,315.39
Import,2019,Q3,Cereals,Oats,61.18
Import,2019,Q3,Dairy,Yoghurt,704.01
Import,2019,Q3,Meat,Butter,193.35
Import,2019,Q3,Cereals,Cheese,962.8
Import,2019,Q3,Dairy,Pork,197.43
Import,2022,Q3,Meat,Pork,846.86
Import,2022,Q3,Cereals,Camel,208.32
Import,2022,Q3,Dairy,Lamb,339.31
Import,2022,Q3,Meat,Rice,984.72
Import,2022,Q3,Cereals,Oats,984.15
Import,2022,Q3,Dairy,Yoghurt,859.32
Import,2022,Q3,Meat,Butter,989.83
Import,2022,Q3,Cereals,Cheese,862.13
Import,2022,Q3,Dairy,Pork,734.43
Import,2016,Q3,Meat,Pork,867.55
Import,2016,Q3,Cereals,Camel,234.21
Import,2016,Q3,Dairy,Lamb,364.11
Import,2016,Q3,Meat,Rice,109.58
Import,2016,Q3,Cereals,Oats,500.0
Import,2016,Q3,Dairy,Yoghurt,116.57
Import,2016,Q3,Meat,Butter,246.41
Import,2016,Q3,Cereals,Cheese,375.88
Import,2016,Q3,Dairy,Pork,127.9
