Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q1,March,Nevada,Boulder City,7.51
Culture,Concert,Q2,January,Oregon,Reno,7.08
Culture,Concert,Q1,February,Nevada,Redmond,9.68
Culture,Concert,Q2,June,Oregon,Portland,8.53
Culture,Concert,Q1,April,Nevada,Boulder City,14.46
Culture,Concert,Q2,May,Oregon,Reno,17.35
Production,Theatre,Q1,March,Nevada,Boulder City,20.15
Production,Theatre,Q2,January,Oregon,Reno,24.65
Production,Theatre,Q1,February,Nevada,Redmond,32.39
Production,Theatre,Q2,June,Oregon,Portland,39.09
Production,Theatre,Q1,April,Nevada,Boulder City,40.23
Production,Theatre,Q2,May,Oregon,Reno,41.09
Culture,Factory,Q1,March,Nevada,Boulder City,43.88
Culture,Factory,Q2,January,Oregon,Reno,43.76
Culture,Factory,Q1,February,Nevada,Redmond,45.87
Culture,Factory,Q2,June,Oregon,Portland,52.7
Culture,Factory,Q1,April,Nevada,Boulder City,52.84
Culture,Factory,Q2,May,Oregon,Reno,68.34
Production,Workshop,Q1,March,Nevada,Boulder City,72.14
Production,Workshop,Q2,January,Oregon,Reno,74.56
Production,Workshop,Q1,February,Nevada,Redmond,75.38
Production,Workshop,Q2,June,Oregon,Portland,78.97
Production,Workshop,Q1,April,Nevada,Boulder City,78.01
Production,Workshop,Q2,May,Oregon,Reno,85.24
