Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2015,Q3,Cereals,Soybeans,135.26
Export,2015,Q3,Dairy,Oats,147.73
Export,2015,Q3,Beverage,Butter,790.27
Export,2015,Q3,Cereals,Milk,666.56
Export,2015,Q3,Dairy,Cream,667.04
Export,2015,Q3,Beverage,Juice,927.63
Export,2015,Q3,Cereals,Coffee,672.74
Export,2015,Q3,Dairy,Soybeans,927.32
Export,2015,Q3,Beverage,Oats,803.66
Export,2016,Q3,Cereals,Soybeans,36.57
Export,2016,Q3,Dairy,Oats,165.54
Export,2016,Q3,Beverage,Butter,806.28
Export,2016,Q3,Cereals,Milk,680.45
Export,2016,Q3,Dairy,Cream,939.21
Export,2016,Q3,Beverage,Juice,303.23
Export,2016,Q3,Cereals,Coffee,687.24
Export,2016,Q3,Dairy,Soybeans,311.97
Export,2016,Q3,Beverage,Oats,183.22
Export,2015,Q3,Cereals,Soybeans,314.1
Export,2015,Q3,Dairy,Oats,959.58
Export,2015,Q3,Beverage,Butter,63.12
Export,2015,Q3,Cereals,Milk,705.13
Export,2015,Q3,Dairy,Cream,198.19
Export,2015,Q3,Beverage,Juice,332.88
Export,2015,Q3,Cereals,Coffee,974.26
Export,2015,Q3,Dairy,Soybeans,212.2
Export,2015,Q3,Beverage,Oats,727.93
Export,2016,Q3,Cereals,Soybeans,219.39
Export,2016,Q3,Dairy,Oats,347.68
Export,2016,Q3,Beverage,Butter,606.01
Export,2016,Q3,Cereals,Milk,483.79
Export,2016,Q3,Dairy,Cream,612.64
Export,2016,Q3,Beverage,Juice,870.83
Export,2016,Q3,Cereals,Coffee,105.36
Export,2016,Q3,Dairy,Soybeans,620.09
Export,2016,Q3,Beverage,Oats,119.33
