Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q3,July,2.69
Production,Factory,Q4,September,3.5
Production,Factory,Q2,November,8.25
Production,Factory,Q3,December,10.27
Production,Factory,Q4,June,10.43
Production,Factory,Q2,May,13.13
Residential,Workshop,Q3,July,19.04
Residential,Workshop,Q4,September,19.09
Residential,Workshop,Q2,November,25.78
Residential,Workshop,Q3,December,33.03
Residential,Workshop,Q4,June,33.59
Residential,Workshop,Q2,May,37.5
Production,House,Q3,July,42.87
Production,House,Q4,September,49.4
Production,House,Q2,November,49.34
Production,House,Q3,December,53.55
Production,House,Q4,June,57.56
Production,House,Q2,May,61.66
Residential,Apartment,Q3,July,65.77
Residential,Apartment,Q4,September,67.34
Residential,Apartment,Q2,November,67.92
Residential,Apartment,Q3,December,72.77
Residential,Apartment,Q4,June,74.45
Residential,Apartment,Q2,May,80.98
Production,Hotel,Q3,July,81.71
Production,Hotel,Q4,September,84.5
Production,Hotel,Q2,November,89.25
Production,Hotel,Q3,December,93.36
Production,Hotel,Q4,June,96.82
Production,Hotel,Q2,May,99.92
