Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,October,0.24
Production,Workshop,Q2,December,0.49
Production,Workshop,Q3,November,1.84
Production,Workshop,Q4,June,5.65
Production,Workshop,Q2,April,9.73
Production,Workshop,Q3,September,10.75
Production,Workshop,Q4,August,14.97
Production,Workshop,Q2,October,16.91
Production,Workshop,Q3,December,16.14
Culture,Factory,Q4,October,19.13
Culture,Factory,Q2,December,21.05
Culture,Factory,Q3,November,21.48
Culture,Factory,Q4,June,23.42
Culture,Factory,Q2,April,24.4
Culture,Factory,Q3,September,21.53
Culture,Factory,Q4,August,27.76
Culture,Factory,Q2,October,28.93
Culture,Factory,Q3,December,31.71
Residential,Theatre,Q4,October,32.62
Residential,Theatre,Q2,December,33.44
Residential,Theatre,Q3,November,33.41
Residential,Theatre,Q4,June,35.93
Residential,Theatre,Q2,April,36.32
Residential,Theatre,Q3,September,31.52
Residential,Theatre,Q4,August,39.2
Residential,Theatre,Q2,October,42.63
Residential,Theatre,Q3,December,49.57
Production,Concert,Q4,October,50.07
Production,Concert,Q2,December,51.15
Production,Concert,Q3,November,49.03
Production,Concert,Q4,June,49.1
Production,Concert,Q2,April,54.42
Production,Concert,Q3,September,58.46
Production,Concert,Q4,August,59.21
Production,Concert,Q2,October,61.28
Production,Concert,Q3,December,64.36
Culture,Museum,Q4,October,0.23
Culture,Museum,Q2,December,68.34
Culture,Museum,Q3,November,69.59
Culture,Museum,Q4,June,70.4
Culture,Museum,Q2,April,70.73
Culture,Museum,Q3,September,72.22
Culture,Museum,Q4,August,71.68
Culture,Museum,Q2,October,74.56
Culture,Museum,Q3,December,72.61
Residential,Apartment,Q4,October,76.21
Residential,Apartment,Q2,December,77.08
Residential,Apartment,Q3,November,75.72
Residential,Apartment,Q4,June,79.85
Residential,Apartment,Q2,April,82.44
Residential,Apartment,Q3,September,83.16
Residential,Apartment,Q4,August,83.38
Residential,Apartment,Q2,October,87.36
Residential,Apartment,Q3,December,89.75
Production,House,Q4,October,91.63
Production,House,Q2,December,92.93
Production,House,Q3,November,93.44
Production,House,Q4,June,94.94
Production,House,Q2,April,91.45
Production,House,Q3,September,97.89
Production,House,Q4,August,98.73
Production,House,Q2,October,98.41
Production,House,Q3,December,98.61
