Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Massachusetts,Cambridge,Wind,Calm,0.57
2019,Massachusetts,Cambridge,Temperature,Breeze,1.11
2019,Massachusetts,Cambridge,Wind,0-10,2.05
2019,Massachusetts,Cambridge,Temperature,31-40,2.58
2019,Massachusetts,Cambridge,Wind,21-30,4.55
2019,Massachusetts,Cambridge,Temperature,Calm,0.13
2016,Minnesota,Lenox,Wind,Calm,6.66
2016,Minnesota,Lenox,Temperature,Breeze,6.05
2016,Minnesota,Lenox,Wind,0-10,6.29
2016,Minnesota,Lenox,Temperature,31-40,9.26
2016,Minnesota,Lenox,Wind,21-30,7.2
2016,Minnesota,Lenox,Temperature,Calm,11.73
2019,Massachusetts,Rochester,Wind,Calm,12.01
2019,Massachusetts,Rochester,Temperature,Breeze,11.7
2019,Massachusetts,Rochester,Wind,0-10,14.08
2019,Massachusetts,Rochester,Temperature,31-40,15.84
2019,Massachusetts,Rochester,Wind,21-30,15.05
2019,Massachusetts,Rochester,Temperature,Calm,16.17
2016,Minnesota,Minneapolis,Wind,Calm,14.34
2016,Minnesota,Minneapolis,Temperature,Breeze,23.57
2016,Minnesota,Minneapolis,Wind,0-10,23.96
2016,Minnesota,Minneapolis,Temperature,31-40,25.22
2016,Minnesota,Minneapolis,Wind,21-30,25.98
2016,Minnesota,Minneapolis,Temperature,Calm,27.91
2019,Massachusetts,Hastings,Wind,Calm,23.87
2019,Massachusetts,Hastings,Temperature,Breeze,23.64
2019,Massachusetts,Hastings,Wind,0-10,23.88
2019,Massachusetts,Hastings,Temperature,31-40,9.89
2019,Massachusetts,Hastings,Wind,21-30,1.45
2019,Massachusetts,Hastings,Temperature,Calm,6.87
