State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Salem,2018,Air,Thermal,-0.65
Oregon,Salem,2018,Soil,Noise,6.04
Oregon,Salem,2018,Water,Light,6.06
Oregon,Salem,2018,Air,Industrial,8.17
Oregon,Salem,2018,Soil,Urban Activities,9.88
Oregon,Salem,2018,Water,Oxygen-depletion,12.57
Oregon,Salem,2018,Air,Groundwater,13.94
Oregon,Salem,2018,Soil,Thermal,18.32
Oregon,Salem,2018,Water,Noise,19.15
Michigan,Portland,2020,Air,Thermal,21.17
Michigan,Portland,2020,Soil,Noise,28.06
Michigan,Portland,2020,Water,Light,30.81
Michigan,Portland,2020,Air,Industrial,-98.34
Michigan,Portland,2020,Soil,Urban Activities,34.56
Michigan,Portland,2020,Water,Oxygen-depletion,37.04
Michigan,Portland,2020,Air,Groundwater,39.47
Michigan,Portland,2020,Soil,Thermal,41.57
Michigan,Portland,2020,Water,Noise,-86.91
Oregon,Redmond,2016,Air,Thermal,43.79
Oregon,Redmond,2016,Soil,Noise,-84.42
Oregon,Redmond,2016,Water,Light,-78.31
Oregon,Redmond,2016,Air,Industrial,51.65
Oregon,Redmond,2016,Soil,Urban Activities,-71.56
Oregon,Redmond,2016,Water,Oxygen-depletion,-71.2
Oregon,Redmond,2016,Air,Groundwater,-68.06
Oregon,Redmond,2016,Soil,Thermal,-67.09
Oregon,Redmond,2016,Water,Noise,61.52
Michigan,Flint,2015,Air,Thermal,69.27
Michigan,Flint,2015,Soil,Noise,76.6
Michigan,Flint,2015,Water,Light,-52.57
Michigan,Flint,2015,Air,Industrial,-50.09
Michigan,Flint,2015,Soil,Urban Activities,76.74
Michigan,Flint,2015,Water,Oxygen-depletion,82.17
Michigan,Flint,2015,Air,Groundwater,-45.04
Michigan,Flint,2015,Soil,Thermal,84.69
Michigan,Flint,2015,Water,Noise,-44.0
Oregon,Port Huron,2018,Air,Thermal,86.96
Oregon,Port Huron,2018,Soil,Noise,-40.14
Oregon,Port Huron,2018,Water,Light,90.88
Oregon,Port Huron,2018,Air,Industrial,-38.47
Oregon,Port Huron,2018,Soil,Urban Activities,92.69
Oregon,Port Huron,2018,Water,Oxygen-depletion,93.37
Oregon,Port Huron,2018,Air,Groundwater,99.77
Oregon,Port Huron,2018,Soil,Thermal,-11.66
Oregon,Port Huron,2018,Water,Noise,-1.1
