Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Oregon,Portland,Temperature,11-20,0.34
2022,Oregon,Portland,Humidity,31-40,1.21
2022,Oregon,Portland,Wind,Medium,2.06
2022,Oregon,Portland,Temperature,High,3.1
2022,Oregon,Portland,Humidity,Low,4.75
2022,Oregon,Portland,Wind,Breeze,5.87
2022,Oregon,Portland,Temperature,Storm,5.31
2022,Oregon,Portland,Humidity,Calm,7.72
2022,Oregon,Portland,Wind,11-20,8.8
2015,Illinois,Salem,Temperature,11-20,8.77
2015,Illinois,Salem,Humidity,31-40,7.19
2015,Illinois,Salem,Wind,Medium,8.76
2015,Illinois,Salem,Temperature,High,12.61
2015,Illinois,Salem,Humidity,Low,13.19
2015,Illinois,Salem,Wind,Breeze,14.32
2015,Illinois,Salem,Temperature,Storm,15.93
2015,Illinois,Salem,Humidity,Calm,12.21
2015,Illinois,Salem,Wind,11-20,17.88
2021,Massachusetts,Springfield,Temperature,11-20,18.1
2021,Massachusetts,Springfield,Humidity,31-40,19.99
2021,Massachusetts,Springfield,Wind,Medium,20.04
2021,Massachusetts,Springfield,Temperature,High,21.74
2021,Massachusetts,Springfield,Humidity,Low,19.85
2021,Massachusetts,Springfield,Wind,Breeze,23.0
2021,Massachusetts,Springfield,Temperature,Storm,24.83
2021,Massachusetts,Springfield,Humidity,Calm,25.36
2021,Massachusetts,Springfield,Wind,11-20,24.25
2022,Oregon,Champaign,Temperature,11-20,23.43
2022,Oregon,Champaign,Humidity,31-40,27.87
2022,Oregon,Champaign,Wind,Medium,22.28
2022,Oregon,Champaign,Temperature,High,25.53
2022,Oregon,Champaign,Humidity,Low,22.93
2022,Oregon,Champaign,Wind,Breeze,26.09
2022,Oregon,Champaign,Temperature,Storm,5.41
2022,Oregon,Champaign,Humidity,Calm,25.0
2022,Oregon,Champaign,Wind,11-20,27.39
2015,Illinois,Boston,Temperature,11-20,8.55
2015,Illinois,Boston,Humidity,31-40,9.81
2015,Illinois,Boston,Wind,Medium,10.75
2015,Illinois,Boston,Temperature,High,10.24
2015,Illinois,Boston,Humidity,Low,11.88
2015,Illinois,Boston,Wind,Breeze,11.7
2015,Illinois,Boston,Temperature,Storm,11.58
2015,Illinois,Boston,Humidity,Calm,11.81
2015,Illinois,Boston,Wind,11-20,12.31
2021,Massachusetts,Cambridge,Temperature,11-20,13.24
2021,Massachusetts,Cambridge,Humidity,31-40,0.46
2021,Massachusetts,Cambridge,Wind,Medium,1.79
2021,Massachusetts,Cambridge,Temperature,High,1.54
2021,Massachusetts,Cambridge,Humidity,Low,3.54
2021,Massachusetts,Cambridge,Wind,Breeze,16.73
2021,Massachusetts,Cambridge,Temperature,Storm,17.47
2021,Massachusetts,Cambridge,Humidity,Calm,1.89
2021,Massachusetts,Cambridge,Wind,11-20,18.57
2022,Oregon,Lenox,Temperature,11-20,18.89
2022,Oregon,Lenox,Humidity,31-40,6.47
2022,Oregon,Lenox,Wind,Medium,19.18
2022,Oregon,Lenox,Temperature,High,6.05
2022,Oregon,Lenox,Humidity,Low,7.71
2022,Oregon,Lenox,Wind,Breeze,21.45
2022,Oregon,Lenox,Temperature,Storm,2.84
2022,Oregon,Lenox,Humidity,Calm,0.33
2022,Oregon,Lenox,Wind,11-20,25.02
