Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Massachusetts,Cambridge,Wind,Storm,0.34
2019,Massachusetts,Cambridge,Temperature,Breeze,1.89
2019,Massachusetts,Cambridge,Wind,Calm,1.99
2019,Massachusetts,Cambridge,Temperature,11-20,3.64
2019,Massachusetts,Cambridge,Wind,0-10,3.29
2019,Massachusetts,Cambridge,Temperature,Storm,3.26
2018,Nevada,Boston,Wind,Storm,6.28
2018,Nevada,Boston,Temperature,Breeze,6.59
2018,Nevada,Boston,Wind,Calm,7.38
2018,Nevada,Boston,Temperature,11-20,8.9
2018,Nevada,Boston,Wind,0-10,10.33
2018,Nevada,Boston,Temperature,Storm,10.97
2019,California,Lenox,Wind,Storm,12.39
2019,California,Lenox,Temperature,Breeze,11.6
2019,California,Lenox,Wind,Calm,14.34
2019,California,Lenox,Temperature,11-20,15.85
2019,California,Lenox,Wind,0-10,16.46
2019,California,Lenox,Temperature,Storm,16.52
2018,Massachusetts,Las Vegas,Wind,Storm,16.39
2018,Massachusetts,Las Vegas,Temperature,Breeze,16.04
2018,Massachusetts,Las Vegas,Wind,Calm,19.48
2018,Massachusetts,Las Vegas,Temperature,11-20,21.41
2018,Massachusetts,Las Vegas,Wind,0-10,22.83
2018,Massachusetts,Las Vegas,Temperature,Storm,23.95
2019,Nevada,Reno,Wind,Storm,23.47
2019,Nevada,Reno,Temperature,Breeze,24.55
2019,Nevada,Reno,Wind,Calm,24.91
2019,Nevada,Reno,Temperature,11-20,21.55
2019,Nevada,Reno,Wind,0-10,21.0
2019,Nevada,Reno,Temperature,Storm,22.63
2018,California,San Francisco,Wind,Storm,23.23
2018,California,San Francisco,Temperature,Breeze,6.34
2018,California,San Francisco,Wind,Calm,6.1
2018,California,San Francisco,Temperature,11-20,26.83
2018,California,San Francisco,Wind,0-10,7.27
2018,California,San Francisco,Temperature,Storm,2.24
2019,Massachusetts,Malibu,Wind,Storm,11.95
2019,Massachusetts,Malibu,Temperature,Breeze,12.84
2019,Massachusetts,Malibu,Wind,Calm,12.0
2019,Massachusetts,Malibu,Temperature,11-20,0.17
2019,Massachusetts,Malibu,Wind,0-10,21.48
2019,Massachusetts,Malibu,Temperature,Storm,4.0
