State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Salem,Air,Noise,4.22
Oregon,Salem,Soil,Thermal,6.15
Oregon,Salem,Water,Light,6.69
Oregon,Salem,Air,Inferior Irrigation,10.17
Oregon,Salem,Soil,Inorganic Fertilizers,13.75
Oregon,Salem,Water,Oxygen-depletion,16.87
Oregon,Salem,Air,Surface water,17.99
Oregon,Salem,Soil,Groundwater,17.04
Oregon,Salem,Water,Chemical,18.72
Oregon,Salem,Air,Noise,20.62
Oregon,Salem,Soil,Thermal,21.04
Oregon,Salem,Water,Light,20.58
Maryland,Portland,Air,Noise,20.68
Maryland,Portland,Soil,Thermal,22.89
Maryland,Portland,Water,Light,25.56
Maryland,Portland,Air,Inferior Irrigation,28.65
Maryland,Portland,Soil,Inorganic Fertilizers,31.42
Maryland,Portland,Water,Oxygen-depletion,32.33
Maryland,Portland,Air,Surface water,34.96
Maryland,Portland,Soil,Groundwater,35.71
Maryland,Portland,Water,Chemical,36.84
Maryland,Portland,Air,Noise,37.33
Maryland,Portland,Soil,Thermal,44.52
Maryland,Portland,Water,Light,45.91
Minnesota,Redmond,Air,Noise,47.31
Minnesota,Redmond,Soil,Thermal,52.98
Minnesota,Redmond,Water,Light,53.66
Minnesota,Redmond,Air,Inferior Irrigation,54.48
Minnesota,Redmond,Soil,Inorganic Fertilizers,58.61
Minnesota,Redmond,Water,Oxygen-depletion,59.84
Minnesota,Redmond,Air,Surface water,60.7
Minnesota,Redmond,Soil,Groundwater,62.02
Minnesota,Redmond,Water,Chemical,63.3
Minnesota,Redmond,Air,Noise,63.22
Minnesota,Redmond,Soil,Thermal,64.1
Minnesota,Redmond,Water,Light,66.36
Oregon,Aberdeen,Air,Noise,67.01
Oregon,Aberdeen,Soil,Thermal,68.89
Oregon,Aberdeen,Water,Light,67.77
Oregon,Aberdeen,Air,Inferior Irrigation,65.53
Oregon,Aberdeen,Soil,Inorganic Fertilizers,72.56
Oregon,Aberdeen,Water,Oxygen-depletion,73.74
Oregon,Aberdeen,Air,Surface water,77.43
Oregon,Aberdeen,Soil,Groundwater,78.56
Oregon,Aberdeen,Water,Chemical,82.93
Oregon,Aberdeen,Air,Noise,85.16
Oregon,Aberdeen,Soil,Thermal,86.91
Oregon,Aberdeen,Water,Light,90.14
Maryland,Columbia,Air,Noise,93.79
Maryland,Columbia,Soil,Thermal,94.0
Maryland,Columbia,Water,Light,95.89
Maryland,Columbia,Air,Inferior Irrigation,96.23
Maryland,Columbia,Soil,Inorganic Fertilizers,95.27
Maryland,Columbia,Water,Oxygen-depletion,-4.74
Maryland,Columbia,Air,Surface water,-99.26
Maryland,Columbia,Soil,Groundwater,-93.12
Maryland,Columbia,Water,Chemical,-92.5
Maryland,Columbia,Air,Noise,-89.63
Maryland,Columbia,Soil,Thermal,-84.61
Maryland,Columbia,Water,Light,-83.54
Minnesota,Baltimore,Air,Noise,-83.29
Minnesota,Baltimore,Soil,Thermal,-82.59
Minnesota,Baltimore,Water,Light,-72.83
Minnesota,Baltimore,Air,Inferior Irrigation,-71.89
Minnesota,Baltimore,Soil,Inorganic Fertilizers,-69.96
Minnesota,Baltimore,Water,Oxygen-depletion,-68.55
Minnesota,Baltimore,Air,Surface water,-66.46
Minnesota,Baltimore,Soil,Groundwater,-65.64
Minnesota,Baltimore,Water,Chemical,-64.96
Minnesota,Baltimore,Air,Noise,-63.71
Minnesota,Baltimore,Soil,Thermal,-63.56
Minnesota,Baltimore,Water,Light,-62.35
Oregon,Minneapolis,Air,Noise,-63.01
Oregon,Minneapolis,Soil,Thermal,-56.75
Oregon,Minneapolis,Water,Light,-53.37
Oregon,Minneapolis,Air,Inferior Irrigation,-52.88
Oregon,Minneapolis,Soil,Inorganic Fertilizers,-51.78
Oregon,Minneapolis,Water,Oxygen-depletion,-52.44
Oregon,Minneapolis,Air,Surface water,-49.97
Oregon,Minneapolis,Soil,Groundwater,-48.3
Oregon,Minneapolis,Water,Chemical,-47.05
Oregon,Minneapolis,Air,Noise,-48.4
Oregon,Minneapolis,Soil,Thermal,-50.08
Oregon,Minneapolis,Water,Light,-52.34
Maryland,Rochester,Air,Noise,-43.94
Maryland,Rochester,Soil,Thermal,-49.59
Maryland,Rochester,Water,Light,-40.28
Maryland,Rochester,Air,Inferior Irrigation,-38.85
Maryland,Rochester,Soil,Inorganic Fertilizers,-37.91
Maryland,Rochester,Water,Oxygen-depletion,-36.54
Maryland,Rochester,Air,Surface water,-36.32
Maryland,Rochester,Soil,Groundwater,-33.91
Maryland,Rochester,Water,Chemical,-32.6
Maryland,Rochester,Air,Noise,-33.67
Maryland,Rochester,Soil,Thermal,-27.83
Maryland,Rochester,Water,Light,-26.81
Minnesota,Hastings,Air,Noise,-23.5
Minnesota,Hastings,Soil,Thermal,-22.21
Minnesota,Hastings,Water,Light,-20.91
Minnesota,Hastings,Air,Inferior Irrigation,-16.55
Minnesota,Hastings,Soil,Inorganic Fertilizers,-16.95
Minnesota,Hastings,Water,Oxygen-depletion,-14.39
Minnesota,Hastings,Air,Surface water,-15.65
Minnesota,Hastings,Soil,Groundwater,-10.0
Minnesota,Hastings,Water,Chemical,-9.89
Minnesota,Hastings,Air,Noise,-5.79
Minnesota,Hastings,Soil,Thermal,-4.68
Minnesota,Hastings,Water,Light,-1.34
