Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2017,Cereals,Oats,481.92
Export,2017,Dairy,Wheat,323.65
Export,2017,Meat,Cream,892.85
Export,2017,Cereals,Butter,137.55
Export,2017,Dairy,Beef,842.35
Export,2017,Meat,Duck,875.87
Export,2015,Cereals,Oats,458.94
Export,2015,Dairy,Wheat,59.32
Export,2015,Meat,Cream,430.05
Export,2015,Cereals,Butter,845.37
Export,2015,Dairy,Beef,112.88
Export,2015,Meat,Duck,946.19
Export,2017,Cereals,Oats,411.4
Export,2017,Dairy,Wheat,184.57
Export,2017,Meat,Cream,890.28
Export,2017,Cereals,Butter,251.85
Export,2017,Dairy,Beef,60.23
Export,2017,Meat,Duck,731.04
