Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q2,April,Maryland,Columbia,3.12
Production,Factory,Q3,May,Maryland,Baltimore,4.91
Production,Factory,Q2,August,Maryland,Columbia,9.22
Production,Factory,Q3,September,Maryland,Baltimore,9.24
Production,Factory,Q2,July,Maryland,Columbia,14.33
Production,Factory,Q3,April,Maryland,Baltimore,18.32
Service,Workshop,Q2,April,Maryland,Columbia,26.75
Service,Workshop,Q3,May,Maryland,Baltimore,30.37
Service,Workshop,Q2,August,Maryland,Columbia,34.03
Service,Workshop,Q3,September,Maryland,Baltimore,41.81
Service,Workshop,Q2,July,Maryland,Columbia,45.21
Service,Workshop,Q3,April,Maryland,Baltimore,48.59
Production,Administration,Q2,April,Maryland,Columbia,50.43
Production,Administration,Q3,May,Maryland,Baltimore,54.17
Production,Administration,Q2,August,Maryland,Columbia,62.44
Production,Administration,Q3,September,Maryland,Baltimore,63.21
Production,Administration,Q2,July,Maryland,Columbia,65.19
Production,Administration,Q3,April,Maryland,Baltimore,69.62
Service,School,Q2,April,Maryland,Columbia,75.24
Service,School,Q3,May,Maryland,Baltimore,76.93
Service,School,Q2,August,Maryland,Columbia,79.94
Service,School,Q3,September,Maryland,Baltimore,81.64
Service,School,Q2,July,Maryland,Columbia,82.87
Service,School,Q3,April,Maryland,Baltimore,83.88
Production,Library,Q2,April,Maryland,Columbia,89.38
Production,Library,Q3,May,Maryland,Baltimore,90.17
Production,Library,Q2,August,Maryland,Columbia,90.76
Production,Library,Q3,September,Maryland,Baltimore,97.47
Production,Library,Q2,July,Maryland,Columbia,98.56
Production,Library,Q3,April,Maryland,Baltimore,97.02
