Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2021,Meat,Pork,384.38
Import,2021,Dairy,Lamb,642.09
Import,2021,Cereals,Duck,134.78
Import,2021,Meat,Milk,647.37
Import,2021,Dairy,Cheese,774.31
Import,2021,Cereals,Yoghurt,391.9
Import,2021,Meat,Rice,274.05
Import,2021,Dairy,Soybeans,915.18
Import,2021,Cereals,Pork,531.22
Import,2022,Meat,Pork,22.43
Import,2022,Dairy,Lamb,663.38
Import,2022,Cereals,Duck,667.3
Import,2022,Meat,Milk,923.77
Import,2022,Dairy,Cheese,163.94
Import,2022,Cereals,Yoghurt,804.49
Import,2022,Meat,Rice,165.11
Import,2022,Dairy,Soybeans,296.56
Import,2022,Cereals,Pork,171.6
Import,2016,Meat,Pork,947.96
Import,2016,Dairy,Lamb,55.68
Import,2016,Cereals,Duck,961.94
Import,2016,Meat,Milk,962.71
Import,2016,Dairy,Cheese,841.16
Import,2016,Cereals,Yoghurt,973.8
Import,2016,Meat,Rice,846.24
Import,2016,Dairy,Soybeans,340.07
Import,2016,Cereals,Pork,981.36
Import,2021,Meat,Pork,602.97
Import,2021,Dairy,Lamb,221.69
Import,2021,Cereals,Duck,221.53
Import,2021,Meat,Milk,993.86
Import,2021,Dairy,Cheese,233.82
Import,2021,Cereals,Yoghurt,243.75
Import,2021,Meat,Rice,116.53
Import,2021,Dairy,Soybeans,377.74
Import,2021,Cereals,Pork,382.58
