Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q4,November,Illinois,Chicago,2.43
Residential,House,Q2,October,Georgia,Columbus,4.61
Residential,House,Q4,June,Illinois,Washington,7.58
Residential,House,Q2,April,Georgia,Chicago,23.9
Service,Apartment,Q4,November,Illinois,Chicago,30.42
Service,Apartment,Q2,October,Georgia,Columbus,31.64
Service,Apartment,Q4,June,Illinois,Washington,39.23
Service,Apartment,Q2,April,Georgia,Chicago,41.86
Production,Administration,Q4,November,Illinois,Chicago,43.89
Production,Administration,Q2,October,Georgia,Columbus,44.83
Production,Administration,Q4,June,Illinois,Washington,46.38
Production,Administration,Q2,April,Georgia,Chicago,47.79
Residential,School,Q4,November,Illinois,Chicago,60.5
Residential,School,Q2,October,Georgia,Columbus,63.03
Residential,School,Q4,June,Illinois,Washington,72.09
Residential,School,Q2,April,Georgia,Chicago,73.89
Service,Workshop,Q4,November,Illinois,Chicago,73.98
Service,Workshop,Q2,October,Georgia,Columbus,75.64
Service,Workshop,Q4,June,Illinois,Washington,81.8
Service,Workshop,Q2,April,Georgia,Chicago,84.57
Production,Factory,Q4,November,Illinois,Chicago,85.04
Production,Factory,Q2,October,Georgia,Columbus,86.64
Production,Factory,Q4,June,Illinois,Washington,88.84
Production,Factory,Q2,April,Georgia,Chicago,95.66
