Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q2,May,California,Malibu,0.84
Residential,Hotel,Q1,April,Minnesota,Los-Angeles,9.65
Residential,Hotel,Q2,June,California,Rochester,11.53
Residential,Hotel,Q1,January,Minnesota,Minneapolis,13.18
Residential,Hotel,Q2,March,California,Malibu,14.57
Residential,Hotel,Q1,February,Minnesota,Los-Angeles,16.28
Service,House,Q2,May,California,Malibu,17.58
Service,House,Q1,April,Minnesota,Los-Angeles,17.94
Service,House,Q2,June,California,Rochester,19.73
Service,House,Q1,January,Minnesota,Minneapolis,16.85
Service,House,Q2,March,California,Malibu,18.53
Service,House,Q1,February,Minnesota,Los-Angeles,24.1
Culture,Apartment,Q2,May,California,Malibu,30.79
Culture,Apartment,Q1,April,Minnesota,Los-Angeles,31.13
Culture,Apartment,Q2,June,California,Rochester,33.15
Culture,Apartment,Q1,January,Minnesota,Minneapolis,35.01
Culture,Apartment,Q2,March,California,Malibu,35.7
Culture,Apartment,Q1,February,Minnesota,Los-Angeles,35.98
Residential,School,Q2,May,California,Malibu,37.57
Residential,School,Q1,April,Minnesota,Los-Angeles,35.21
Residential,School,Q2,June,California,Rochester,41.71
Residential,School,Q1,January,Minnesota,Minneapolis,45.23
Residential,School,Q2,March,California,Malibu,46.92
Residential,School,Q1,February,Minnesota,Los-Angeles,47.59
Service,Administration,Q2,May,California,Malibu,46.59
Service,Administration,Q1,April,Minnesota,Los-Angeles,60.86
Service,Administration,Q2,June,California,Rochester,62.58
Service,Administration,Q1,January,Minnesota,Minneapolis,64.99
Service,Administration,Q2,March,California,Malibu,66.69
Service,Administration,Q1,February,Minnesota,Los-Angeles,68.41
Culture,Library,Q2,May,California,Malibu,68.52
Culture,Library,Q1,April,Minnesota,Los-Angeles,73.44
Culture,Library,Q2,June,California,Rochester,74.65
Culture,Library,Q1,January,Minnesota,Minneapolis,75.42
Culture,Library,Q2,March,California,Malibu,78.09
Culture,Library,Q1,February,Minnesota,Los-Angeles,82.42
Residential,Theatre,Q2,May,California,Malibu,83.06
Residential,Theatre,Q1,April,Minnesota,Los-Angeles,84.46
Residential,Theatre,Q2,June,California,Rochester,82.53
Residential,Theatre,Q1,January,Minnesota,Minneapolis,86.49
Residential,Theatre,Q2,March,California,Malibu,84.81
Residential,Theatre,Q1,February,Minnesota,Los-Angeles,82.56
Service,Concert,Q2,May,California,Malibu,94.99
Service,Concert,Q1,April,Minnesota,Los-Angeles,94.13
Service,Concert,Q2,June,California,Rochester,96.34
Service,Concert,Q1,January,Minnesota,Minneapolis,96.9
Service,Concert,Q2,March,California,Malibu,98.74
Service,Concert,Q1,February,Minnesota,Los-Angeles,96.21
