Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q1,January,3.76
Culture,Theatre,Q2,February,3.48
Culture,Theatre,Q3,June,6.8
Culture,Theatre,Q1,May,6.24
Culture,Theatre,Q2,September,8.46
Culture,Theatre,Q3,July,9.95
Culture,Theatre,Q1,August,9.43
Culture,Theatre,Q2,January,6.04
Culture,Theatre,Q3,February,12.29
Production,Museum,Q1,January,10.24
Production,Museum,Q2,February,7.2
Production,Museum,Q3,June,22.07
Production,Museum,Q1,May,22.22
Production,Museum,Q2,September,23.59
Production,Museum,Q3,July,28.29
Production,Museum,Q1,August,29.01
Production,Museum,Q2,January,34.7
Production,Museum,Q3,February,40.78
Culture,Concert,Q1,January,43.22
Culture,Concert,Q2,February,45.03
Culture,Concert,Q3,June,49.5
Culture,Concert,Q1,May,51.98
Culture,Concert,Q2,September,53.94
Culture,Concert,Q3,July,57.68
Culture,Concert,Q1,August,58.53
Culture,Concert,Q2,January,57.36
Culture,Concert,Q3,February,62.1
Production,Workshop,Q1,January,66.45
Production,Workshop,Q2,February,66.1
Production,Workshop,Q3,June,66.52
Production,Workshop,Q1,May,72.5
Production,Workshop,Q2,September,72.93
Production,Workshop,Q3,July,79.82
Production,Workshop,Q1,August,81.54
Production,Workshop,Q2,January,82.6
Production,Workshop,Q3,February,83.55
Culture,Factory,Q1,January,85.09
Culture,Factory,Q2,February,86.92
Culture,Factory,Q3,June,87.86
Culture,Factory,Q1,May,88.57
Culture,Factory,Q2,September,89.75
Culture,Factory,Q3,July,90.01
Culture,Factory,Q1,August,87.09
Culture,Factory,Q2,January,95.01
Culture,Factory,Q3,February,98.32
