Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q2,Meat,Camel,257.32
Import,2021,Q2,Dairy,Chicken,515.13
Import,2021,Q2,Meat,Pork,10.8
Import,2021,Q2,Dairy,Yoghurt,268.21
Import,2021,Q2,Meat,Cheese,525.04
Import,2021,Q2,Dairy,Butter,14.7
Import,2020,Q2,Meat,Camel,15.51
Import,2020,Q2,Dairy,Chicken,912.95
Import,2020,Q2,Meat,Pork,917.63
Import,2020,Q2,Dairy,Yoghurt,790.33
Import,2020,Q2,Meat,Cheese,919.98
Import,2020,Q2,Dairy,Butter,407.66
Import,2015,Q2,Meat,Camel,286.38
Import,2015,Q2,Dairy,Chicken,801.31
Import,2015,Q2,Meat,Pork,803.02
Import,2015,Q2,Dairy,Yoghurt,679.42
Import,2015,Q2,Meat,Cheese,300.62
Import,2015,Q2,Dairy,Butter,559.01
Import,2021,Q2,Meat,Camel,821.73
Import,2021,Q2,Dairy,Chicken,572.95
Import,2021,Q2,Meat,Pork,195.72
Import,2021,Q2,Dairy,Yoghurt,67.1
Import,2021,Q2,Meat,Cheese,717.91
Import,2021,Q2,Dairy,Butter,348.09
Import,2020,Q2,Meat,Camel,990.42
Import,2020,Q2,Dairy,Chicken,993.84
Import,2020,Q2,Meat,Pork,751.81
Import,2020,Q2,Dairy,Yoghurt,758.95
Import,2020,Q2,Meat,Cheese,123.88
Import,2020,Q2,Dairy,Butter,763.36
