State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Flint,Air,Light,1.66
Michigan,Flint,Soil,Thermal,3.07
Michigan,Flint,Air,Solid Waste,4.18
Michigan,Flint,Soil,Inorganic Fertilizers,10.92
Michigan,Flint,Air,Industrial,12.04
Michigan,Flint,Soil,Inferior Irrigation,33.08
Michigan,Flint,Air,Urban Activities,-92.48
Michigan,Flint,Soil,Light,37.26
Michigan,Flint,Air,Thermal,38.47
Michigan,Flint,Soil,Solid Waste,-89.02
Minnesota,Detroit,Air,Light,-85.35
Minnesota,Detroit,Soil,Thermal,47.29
Minnesota,Detroit,Air,Solid Waste,48.49
Minnesota,Detroit,Soil,Inorganic Fertilizers,-80.41
Minnesota,Detroit,Air,Industrial,-78.66
Minnesota,Detroit,Soil,Inferior Irrigation,51.4
Minnesota,Detroit,Air,Urban Activities,-78.95
Minnesota,Detroit,Soil,Light,53.07
Minnesota,Detroit,Air,Thermal,51.1
Minnesota,Detroit,Soil,Solid Waste,48.99
Michigan,Minneapolis,Air,Light,-79.87
Michigan,Minneapolis,Soil,Thermal,59.65
Michigan,Minneapolis,Air,Solid Waste,-67.73
Michigan,Minneapolis,Soil,Inorganic Fertilizers,63.96
Michigan,Minneapolis,Air,Industrial,63.58
Michigan,Minneapolis,Soil,Inferior Irrigation,65.18
Michigan,Minneapolis,Air,Urban Activities,65.59
Michigan,Minneapolis,Soil,Light,67.68
Michigan,Minneapolis,Air,Thermal,-59.63
Michigan,Minneapolis,Soil,Solid Waste,-59.2
Minnesota,Rochester,Air,Light,-54.07
Minnesota,Rochester,Soil,Thermal,-52.02
Minnesota,Rochester,Air,Solid Waste,77.44
Minnesota,Rochester,Soil,Inorganic Fertilizers,-49.49
Minnesota,Rochester,Air,Industrial,-46.1
Minnesota,Rochester,Soil,Inferior Irrigation,83.94
Minnesota,Rochester,Air,Urban Activities,87.2
Minnesota,Rochester,Soil,Light,89.08
Minnesota,Rochester,Air,Thermal,91.93
Minnesota,Rochester,Soil,Solid Waste,-35.24
Michigan,Hastings,Air,Light,94.06
Michigan,Hastings,Soil,Thermal,98.06
Michigan,Hastings,Air,Solid Waste,-29.48
Michigan,Hastings,Soil,Inorganic Fertilizers,-29.76
Michigan,Hastings,Air,Industrial,-26.13
Michigan,Hastings,Soil,Inferior Irrigation,-21.58
Michigan,Hastings,Air,Urban Activities,-18.81
Michigan,Hastings,Soil,Light,-7.04
Michigan,Hastings,Air,Thermal,-3.39
Michigan,Hastings,Soil,Solid Waste,-2.15
