Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q3,July,Oregon,Portland,2.74
Residential,Apartment,Q2,August,Oregon,Portland,3.3
Residential,Apartment,Q3,June,Oregon,Portland,4.43
Residential,Apartment,Q2,April,Oregon,Portland,7.25
Production,House,Q3,July,Oregon,Portland,9.8
Production,House,Q2,August,Oregon,Portland,9.34
Production,House,Q3,June,Oregon,Portland,21.19
Production,House,Q2,April,Oregon,Portland,22.59
Service,Hotel,Q3,July,Oregon,Portland,26.74
Service,Hotel,Q2,August,Oregon,Portland,27.36
Service,Hotel,Q3,June,Oregon,Portland,27.99
Service,Hotel,Q2,April,Oregon,Portland,36.23
Residential,Factory,Q3,July,Oregon,Portland,37.66
Residential,Factory,Q2,August,Oregon,Portland,38.31
Residential,Factory,Q3,June,Oregon,Portland,43.57
Residential,Factory,Q2,April,Oregon,Portland,45.34
Production,Workshop,Q3,July,Oregon,Portland,45.05
Production,Workshop,Q2,August,Oregon,Portland,48.17
Production,Workshop,Q3,June,Oregon,Portland,48.96
Production,Workshop,Q2,April,Oregon,Portland,49.86
Service,Library,Q3,July,Oregon,Portland,52.28
Service,Library,Q2,August,Oregon,Portland,54.75
Service,Library,Q3,June,Oregon,Portland,63.89
Service,Library,Q2,April,Oregon,Portland,69.25
Residential,Administration,Q3,July,Oregon,Portland,77.25
Residential,Administration,Q2,August,Oregon,Portland,77.75
Residential,Administration,Q3,June,Oregon,Portland,79.03
Residential,Administration,Q2,April,Oregon,Portland,83.25
Production,School,Q3,July,Oregon,Portland,88.54
Production,School,Q2,August,Oregon,Portland,91.38
Production,School,Q3,June,Oregon,Portland,92.83
Production,School,Q2,April,Oregon,Portland,99.84
