Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q3,September,Michigan,Detroit,96.79
Service,School,Q1,August,Florida,Flint,34.28
Service,School,Q3,March,Michigan,Tampa,26.89
Service,School,Q1,January,Florida,Fort Lauderdale,70.9
Residential,Administration,Q3,September,Michigan,Detroit,7.25
Residential,Administration,Q1,August,Florida,Flint,9.6
Residential,Administration,Q3,March,Michigan,Tampa,43.18
Residential,Administration,Q1,January,Florida,Fort Lauderdale,45.13
Service,Apartment,Q3,September,Michigan,Detroit,14.47
Service,Apartment,Q1,August,Florida,Flint,47.29
Service,Apartment,Q3,March,Michigan,Tampa,17.72
Service,Apartment,Q1,January,Florida,Fort Lauderdale,22.64
Residential,House,Q3,September,Michigan,Detroit,87.46
Residential,House,Q1,August,Florida,Flint,56.88
Residential,House,Q3,March,Michigan,Tampa,56.9
Residential,House,Q1,January,Florida,Fort Lauderdale,60.29
