Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q4,December,Georgia,Albany,0.32
Service,Administration,Q1,October,Georgia,Albany,3.38
Service,Administration,Q4,February,Georgia,Albany,4.46
Service,Administration,Q1,January,Georgia,Albany,4.72
Service,Administration,Q4,March,Georgia,Albany,4.76
Service,Administration,Q1,December,Georgia,Albany,6.41
Residential,Library,Q4,December,Georgia,Albany,8.17
Residential,Library,Q1,October,Georgia,Albany,11.38
Residential,Library,Q4,February,Georgia,Albany,14.42
Residential,Library,Q1,January,Georgia,Albany,21.5
Residential,Library,Q4,March,Georgia,Albany,24.06
Residential,Library,Q1,December,Georgia,Albany,29.15
Service,School,Q4,December,Georgia,Albany,29.04
Service,School,Q1,October,Georgia,Albany,37.09
Service,School,Q4,February,Georgia,Albany,38.16
Service,School,Q1,January,Georgia,Albany,40.26
Service,School,Q4,March,Georgia,Albany,40.94
Service,School,Q1,December,Georgia,Albany,42.85
Residential,Hotel,Q4,December,Georgia,Albany,49.91
Residential,Hotel,Q1,October,Georgia,Albany,54.26
Residential,Hotel,Q4,February,Georgia,Albany,54.44
Residential,Hotel,Q1,January,Georgia,Albany,66.21
Residential,Hotel,Q4,March,Georgia,Albany,70.93
Residential,Hotel,Q1,December,Georgia,Albany,75.95
Service,House,Q4,December,Georgia,Albany,78.25
Service,House,Q1,October,Georgia,Albany,82.21
Service,House,Q4,February,Georgia,Albany,83.52
Service,House,Q1,January,Georgia,Albany,82.8
Service,House,Q4,March,Georgia,Albany,84.35
Service,House,Q1,December,Georgia,Albany,86.74
Residential,Apartment,Q4,December,Georgia,Albany,90.93
Residential,Apartment,Q1,October,Georgia,Albany,91.77
Residential,Apartment,Q4,February,Georgia,Albany,92.91
Residential,Apartment,Q1,January,Georgia,Albany,95.97
Residential,Apartment,Q4,March,Georgia,Albany,96.7
Residential,Apartment,Q1,December,Georgia,Albany,96.54
