Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q4,Meat,Chicken,385.82
Export,2016,Q4,Cereals,Camel,898.03
Export,2016,Q4,Beverage,Beef,388.3
Export,2016,Q4,Meat,Soybeans,647.04
Export,2016,Q4,Cereals,Rice,655.74
Export,2016,Q4,Beverage,Oats,528.8
Export,2016,Q4,Meat,Juice,272.85
Export,2016,Q4,Cereals,Coffee,148.37
Export,2016,Q4,Beverage,Chicken,535.21
Export,2021,Q4,Meat,Chicken,156.23
Export,2021,Q4,Cereals,Camel,799.25
Export,2021,Q4,Beverage,Beef,930.98
Export,2021,Q4,Meat,Soybeans,548.77
Export,2021,Q4,Cereals,Rice,421.33
Export,2021,Q4,Beverage,Oats,552.49
Export,2021,Q4,Meat,Juice,51.3
Export,2021,Q4,Cereals,Coffee,180.68
Export,2021,Q4,Beverage,Chicken,949.8
Export,2015,Q4,Meat,Chicken,51.1
Export,2015,Q4,Cereals,Camel,951.16
Export,2015,Q4,Beverage,Beef,63.71
Export,2015,Q4,Meat,Soybeans,325.46
Export,2015,Q4,Cereals,Rice,714.8
Export,2015,Q4,Beverage,Oats,203.54
Export,2015,Q4,Meat,Juice,589.33
Export,2015,Q4,Cereals,Coffee,718.1
Export,2015,Q4,Beverage,Chicken,975.36
Export,2016,Q4,Meat,Chicken,594.49
Export,2016,Q4,Cereals,Camel,597.69
Export,2016,Q4,Beverage,Beef,608.07
Export,2016,Q4,Meat,Soybeans,867.28
Export,2016,Q4,Cereals,Rice,103.76
Export,2016,Q4,Beverage,Oats,233.58
Export,2016,Q4,Meat,Juice,106.23
Export,2016,Q4,Cereals,Coffee,625.24
Export,2016,Q4,Beverage,Chicken,114.8
Export,2021,Q4,Meat,Chicken,243.73
Export,2021,Q4,Cereals,Camel,369.46
Export,2021,Q4,Beverage,Beef,245.42
Export,2021,Q4,Meat,Soybeans,373.73
Export,2021,Q4,Cereals,Rice,497.42
Export,2021,Q4,Beverage,Oats,633.82
Export,2021,Q4,Meat,Juice,121.45
Export,2021,Q4,Cereals,Coffee,122.31
Export,2021,Q4,Beverage,Chicken,636.77
