Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Nevada,Boulder City,Wind,Storm,0.82
2018,Nevada,Boulder City,Temperature,Breeze,2.25
2018,Nevada,Boulder City,Wind,31-40,2.11
2018,Nevada,Boulder City,Temperature,11-20,5.48
2018,Nevada,Boulder City,Wind,21-30,6.81
2018,Nevada,Boulder City,Temperature,Storm,5.96
2019,Georgia,Reno,Wind,Storm,5.08
2019,Georgia,Reno,Temperature,Breeze,9.05
2019,Georgia,Reno,Wind,31-40,5.44
2019,Georgia,Reno,Temperature,11-20,11.12
2019,Georgia,Reno,Wind,21-30,12.02
2019,Georgia,Reno,Temperature,Storm,13.34
2018,Nevada,Washington,Wind,Storm,13.52
2018,Nevada,Washington,Temperature,Breeze,15.9
2018,Nevada,Washington,Wind,31-40,16.32
2018,Nevada,Washington,Temperature,11-20,15.16
2018,Nevada,Washington,Wind,21-30,18.89
2018,Nevada,Washington,Temperature,Storm,19.29
2019,Georgia,Albany,Wind,Storm,20.2
2019,Georgia,Albany,Temperature,Breeze,20.25
2019,Georgia,Albany,Wind,31-40,20.26
2019,Georgia,Albany,Temperature,11-20,25.75
2019,Georgia,Albany,Wind,21-30,26.0
2019,Georgia,Albany,Temperature,Storm,27.76
