Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q2,April,Florida,Fort Lauderdale,0.6
Residential,Apartment,Q1,May,Illinois,Tampa,2.85
Residential,Apartment,Q4,January,Florida,Chicago,4.07
Residential,Apartment,Q2,February,Illinois,Springfield,4.49
Residential,Apartment,Q1,November,Florida,Fort Lauderdale,6.6
Residential,Apartment,Q4,December,Illinois,Tampa,9.01
Production,House,Q2,April,Florida,Fort Lauderdale,10.82
Production,House,Q1,May,Illinois,Tampa,15.1
Production,House,Q4,January,Florida,Chicago,17.15
Production,House,Q2,February,Illinois,Springfield,18.7
Production,House,Q1,November,Florida,Fort Lauderdale,19.95
Production,House,Q4,December,Illinois,Tampa,23.46
Culture,Hotel,Q2,April,Florida,Fort Lauderdale,36.41
Culture,Hotel,Q1,May,Illinois,Tampa,39.29
Culture,Hotel,Q4,January,Florida,Chicago,39.07
Culture,Hotel,Q2,February,Illinois,Springfield,41.28
Culture,Hotel,Q1,November,Florida,Fort Lauderdale,41.81
Culture,Hotel,Q4,December,Illinois,Tampa,47.5
Residential,Workshop,Q2,April,Florida,Fort Lauderdale,52.29
Residential,Workshop,Q1,May,Illinois,Tampa,53.56
Residential,Workshop,Q4,January,Florida,Chicago,52.25
Residential,Workshop,Q2,February,Illinois,Springfield,56.1
Residential,Workshop,Q1,November,Florida,Fort Lauderdale,56.27
Residential,Workshop,Q4,December,Illinois,Tampa,57.87
Production,Factory,Q2,April,Florida,Fort Lauderdale,62.15
Production,Factory,Q1,May,Illinois,Tampa,63.48
Production,Factory,Q4,January,Florida,Chicago,66.6
Production,Factory,Q2,February,Illinois,Springfield,69.42
Production,Factory,Q1,November,Florida,Fort Lauderdale,69.08
Production,Factory,Q4,December,Illinois,Tampa,71.55
Culture,Museum,Q2,April,Florida,Fort Lauderdale,75.61
Culture,Museum,Q1,May,Illinois,Tampa,76.47
Culture,Museum,Q4,January,Florida,Chicago,77.05
Culture,Museum,Q2,February,Illinois,Springfield,78.74
Culture,Museum,Q1,November,Florida,Fort Lauderdale,78.21
Culture,Museum,Q4,December,Illinois,Tampa,80.31
Residential,Concert,Q2,April,Florida,Fort Lauderdale,84.88
Residential,Concert,Q1,May,Illinois,Tampa,87.04
Residential,Concert,Q4,January,Florida,Chicago,88.53
Residential,Concert,Q2,February,Illinois,Springfield,91.46
Residential,Concert,Q1,November,Florida,Fort Lauderdale,92.61
Residential,Concert,Q4,December,Illinois,Tampa,93.86
Production,Theatre,Q2,April,Florida,Fort Lauderdale,92.23
Production,Theatre,Q1,May,Illinois,Tampa,95.13
Production,Theatre,Q4,January,Florida,Chicago,96.0
Production,Theatre,Q2,February,Illinois,Springfield,97.96
Production,Theatre,Q1,November,Florida,Fort Lauderdale,98.21
Production,Theatre,Q4,December,Illinois,Tampa,98.41
