Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,December,California,Malibu,4.79
Residential,Hotel,Q1,October,Minnesota,San Francisco,7.85
Residential,Hotel,Q2,November,California,Minneapolis,10.49
Residential,Hotel,Q4,January,Minnesota,Malibu,13.57
Residential,Hotel,Q1,March,California,San Francisco,13.05
Residential,Hotel,Q2,April,Minnesota,Minneapolis,16.85
Residential,Hotel,Q4,June,California,Malibu,20.51
Residential,Hotel,Q1,December,Minnesota,San Francisco,21.72
Residential,Hotel,Q2,October,California,Minneapolis,24.0
Production,Apartment,Q4,December,California,Malibu,25.73
Production,Apartment,Q1,October,Minnesota,San Francisco,26.24
Production,Apartment,Q2,November,California,Minneapolis,28.68
Production,Apartment,Q4,January,Minnesota,Malibu,29.39
Production,Apartment,Q1,March,California,San Francisco,30.55
Production,Apartment,Q2,April,Minnesota,Minneapolis,32.72
Production,Apartment,Q4,June,California,Malibu,38.16
Production,Apartment,Q1,December,Minnesota,San Francisco,44.2
Production,Apartment,Q2,October,California,Minneapolis,44.91
Residential,House,Q4,December,California,Malibu,50.36
Residential,House,Q1,October,Minnesota,San Francisco,53.91
Residential,House,Q2,November,California,Minneapolis,53.11
Residential,House,Q4,January,Minnesota,Malibu,57.79
Residential,House,Q1,March,California,San Francisco,58.66
Residential,House,Q2,April,Minnesota,Minneapolis,59.82
Residential,House,Q4,June,California,Malibu,63.89
Residential,House,Q1,December,Minnesota,San Francisco,63.59
Residential,House,Q2,October,California,Minneapolis,65.41
Production,Factory,Q4,December,California,Malibu,66.62
Production,Factory,Q1,October,Minnesota,San Francisco,73.33
Production,Factory,Q2,November,California,Minneapolis,74.23
Production,Factory,Q4,January,Minnesota,Malibu,80.58
Production,Factory,Q1,March,California,San Francisco,82.63
Production,Factory,Q2,April,Minnesota,Minneapolis,83.34
Production,Factory,Q4,June,California,Malibu,86.36
Production,Factory,Q1,December,Minnesota,San Francisco,87.63
Production,Factory,Q2,October,California,Minneapolis,87.43
Residential,Workshop,Q4,December,California,Malibu,89.5
Residential,Workshop,Q1,October,Minnesota,San Francisco,91.96
Residential,Workshop,Q2,November,California,Minneapolis,91.42
Residential,Workshop,Q4,January,Minnesota,Malibu,92.36
Residential,Workshop,Q1,March,California,San Francisco,92.33
Residential,Workshop,Q2,April,Minnesota,Minneapolis,95.23
Residential,Workshop,Q4,June,California,Malibu,96.15
Residential,Workshop,Q1,December,Minnesota,San Francisco,98.7
Residential,Workshop,Q2,October,California,Minneapolis,98.8
