Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q4,October,0.2
Service,Hospital,Q1,December,1.59
Service,Hospital,Q2,November,2.92
Service,Hospital,Q4,March,2.28
Service,Hospital,Q1,February,2.29
Service,Hospital,Q2,January,6.56
Service,Hospital,Q4,June,7.39
Service,Hospital,Q1,April,8.48
Service,Hospital,Q2,October,12.98
Culture,Library,Q4,October,12.48
Culture,Library,Q1,December,14.9
Culture,Library,Q2,November,15.51
Culture,Library,Q4,March,17.95
Culture,Library,Q1,February,23.69
Culture,Library,Q2,January,24.51
Culture,Library,Q4,June,25.26
Culture,Library,Q1,April,26.99
Culture,Library,Q2,October,26.14
Service,School,Q4,October,27.76
Service,School,Q1,December,29.52
Service,School,Q2,November,32.2
Service,School,Q4,March,36.72
Service,School,Q1,February,39.82
Service,School,Q2,January,40.11
Service,School,Q4,June,42.26
Service,School,Q1,April,44.14
Service,School,Q2,October,44.4
Culture,Theatre,Q4,October,48.65
Culture,Theatre,Q1,December,50.39
Culture,Theatre,Q2,November,51.57
Culture,Theatre,Q4,March,55.38
Culture,Theatre,Q1,February,58.27
Culture,Theatre,Q2,January,60.04
Culture,Theatre,Q4,June,61.14
Culture,Theatre,Q1,April,62.34
Culture,Theatre,Q2,October,63.82
Service,Museum,Q4,October,62.62
Service,Museum,Q1,December,65.39
Service,Museum,Q2,November,66.51
Service,Museum,Q4,March,65.71
Service,Museum,Q1,February,71.72
Service,Museum,Q2,January,71.04
Service,Museum,Q4,June,73.94
Service,Museum,Q1,April,75.55
Service,Museum,Q2,October,75.62
Culture,Concert,Q4,October,77.43
Culture,Concert,Q1,December,78.81
Culture,Concert,Q2,November,81.73
Culture,Concert,Q4,March,83.32
Culture,Concert,Q1,February,83.66
Culture,Concert,Q2,January,85.81
Culture,Concert,Q4,June,97.74
Culture,Concert,Q1,April,98.52
Culture,Concert,Q2,October,99.34
