State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Boston,Water,Chemical,1.15
Massachusetts,Boston,Air,Surface water,6.44
Massachusetts,Boston,Soil,Noise,8.81
Massachusetts,Boston,Water,Thermal,10.31
Massachusetts,Boston,Air,Light,11.17
Massachusetts,Boston,Soil,Inferior Irrigation,22.89
Massachusetts,Boston,Water,Solid Waste,25.59
Massachusetts,Boston,Air,Industrial,31.93
Massachusetts,Boston,Soil,Chemical,35.66
Nevada,Cambridge,Water,Chemical,36.33
Nevada,Cambridge,Air,Surface water,37.73
Nevada,Cambridge,Soil,Noise,36.45
Nevada,Cambridge,Water,Thermal,-93.28
Nevada,Cambridge,Air,Light,44.2
Nevada,Cambridge,Soil,Inferior Irrigation,45.73
Nevada,Cambridge,Water,Solid Waste,45.48
Nevada,Cambridge,Air,Industrial,45.77
Nevada,Cambridge,Soil,Chemical,58.27
Massachusetts,Lenox,Water,Chemical,58.96
Massachusetts,Lenox,Air,Surface water,-67.55
Massachusetts,Lenox,Soil,Noise,65.15
Massachusetts,Lenox,Water,Thermal,-60.7
Massachusetts,Lenox,Air,Light,-59.0
Massachusetts,Lenox,Soil,Inferior Irrigation,-56.6
Massachusetts,Lenox,Water,Solid Waste,-55.16
Massachusetts,Lenox,Air,Industrial,73.99
Massachusetts,Lenox,Soil,Chemical,74.38
Nevada,Boulder City,Water,Chemical,-51.27
Nevada,Boulder City,Air,Surface water,78.2
Nevada,Boulder City,Soil,Noise,-45.7
Nevada,Boulder City,Water,Thermal,-40.68
Nevada,Boulder City,Air,Light,-38.13
Nevada,Boulder City,Soil,Inferior Irrigation,94.8
Nevada,Boulder City,Water,Solid Waste,98.4
Nevada,Boulder City,Air,Industrial,-24.25
Nevada,Boulder City,Soil,Chemical,-22.35
Massachusetts,Las Vegas,Water,Chemical,-18.57
Massachusetts,Las Vegas,Air,Surface water,-16.3
Massachusetts,Las Vegas,Soil,Noise,-14.5
Massachusetts,Las Vegas,Water,Thermal,-10.72
Massachusetts,Las Vegas,Air,Light,-10.87
Massachusetts,Las Vegas,Soil,Inferior Irrigation,-7.79
Massachusetts,Las Vegas,Water,Solid Waste,-6.74
Massachusetts,Las Vegas,Air,Industrial,-4.82
Massachusetts,Las Vegas,Soil,Chemical,-2.12
