Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2015,Meat,Duck,901.13
Export,2015,Beverage,Beef,140.73
Export,2015,Cereals,Chicken,14.38
Export,2015,Meat,Coffee,658.26
Export,2015,Beverage,Juice,19.98
Export,2015,Cereals,Soda,408.97
Export,2015,Meat,Soybeans,542.86
Export,2015,Beverage,Oats,545.7
Export,2015,Cereals,Rice,35.25
Export,2021,Meat,Duck,803.98
Export,2021,Beverage,Beef,423.0
Export,2021,Cereals,Chicken,808.55
Export,2021,Meat,Coffee,554.85
Export,2021,Beverage,Juice,683.35
Export,2021,Cereals,Soda,172.35
Export,2021,Meat,Soybeans,556.24
Export,2021,Beverage,Oats,815.08
Export,2021,Cereals,Rice,435.75
Export,2016,Meat,Duck,310.37
Export,2016,Beverage,Beef,823.79
Export,2016,Cereals,Chicken,58.07
Export,2016,Meat,Coffee,442.41
Export,2016,Beverage,Juice,189.2
Export,2016,Cereals,Soda,447.98
Export,2016,Meat,Soybeans,585.29
Export,2016,Beverage,Oats,331.43
Export,2016,Cereals,Rice,78.59
Export,2015,Meat,Duck,719.57
Export,2015,Beverage,Beef,464.67
Export,2015,Cereals,Chicken,80.93
Export,2015,Meat,Coffee,469.81
Export,2015,Beverage,Juice,348.35
Export,2015,Cereals,Soda,606.63
Export,2015,Meat,Soybeans,493.29
Export,2015,Beverage,Oats,366.71
Export,2015,Cereals,Rice,498.48
