Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q3,July,Nevada,Las Vegas,3.35
Production,Workshop,Q1,September,Minnesota,Hastings,7.54
Production,Workshop,Q2,March,Nevada,Las Vegas,7.63
Production,Workshop,Q3,January,Minnesota,Hastings,15.25
Production,Workshop,Q1,February,Nevada,Las Vegas,16.64
Production,Workshop,Q2,April,Minnesota,Hastings,20.92
Production,Workshop,Q3,June,Nevada,Las Vegas,21.01
Production,Workshop,Q1,May,Minnesota,Hastings,22.49
Production,Workshop,Q2,July,Nevada,Las Vegas,21.83
Culture,Factory,Q3,July,Nevada,Las Vegas,24.2
Culture,Factory,Q1,September,Minnesota,Hastings,24.99
Culture,Factory,Q2,March,Nevada,Las Vegas,26.96
Culture,Factory,Q3,January,Minnesota,Hastings,28.34
Culture,Factory,Q1,February,Nevada,Las Vegas,31.97
Culture,Factory,Q2,April,Minnesota,Hastings,31.51
Culture,Factory,Q3,June,Nevada,Las Vegas,31.15
Culture,Factory,Q1,May,Minnesota,Hastings,37.16
Culture,Factory,Q2,July,Nevada,Las Vegas,37.42
Service,Concert,Q3,July,Nevada,Las Vegas,39.96
Service,Concert,Q1,September,Minnesota,Hastings,40.56
Service,Concert,Q2,March,Nevada,Las Vegas,40.05
Service,Concert,Q3,January,Minnesota,Hastings,40.58
Service,Concert,Q1,February,Nevada,Las Vegas,43.04
Service,Concert,Q2,April,Minnesota,Hastings,47.06
Service,Concert,Q3,June,Nevada,Las Vegas,48.88
Service,Concert,Q1,May,Minnesota,Hastings,49.26
Service,Concert,Q2,July,Nevada,Las Vegas,50.3
Production,Museum,Q3,July,Nevada,Las Vegas,51.85
Production,Museum,Q1,September,Minnesota,Hastings,51.97
Production,Museum,Q2,March,Nevada,Las Vegas,53.59
Production,Museum,Q3,January,Minnesota,Hastings,56.32
Production,Museum,Q1,February,Nevada,Las Vegas,57.92
Production,Museum,Q2,April,Minnesota,Hastings,58.59
Production,Museum,Q3,June,Nevada,Las Vegas,60.57
Production,Museum,Q1,May,Minnesota,Hastings,65.24
Production,Museum,Q2,July,Nevada,Las Vegas,66.14
Culture,Administration,Q3,July,Nevada,Las Vegas,67.11
Culture,Administration,Q1,September,Minnesota,Hastings,68.72
Culture,Administration,Q2,March,Nevada,Las Vegas,69.08
Culture,Administration,Q3,January,Minnesota,Hastings,70.93
Culture,Administration,Q1,February,Nevada,Las Vegas,71.69
Culture,Administration,Q2,April,Minnesota,Hastings,65.66
Culture,Administration,Q3,June,Nevada,Las Vegas,74.87
Culture,Administration,Q1,May,Minnesota,Hastings,75.13
Culture,Administration,Q2,July,Nevada,Las Vegas,74.01
Service,Hospital,Q3,July,Nevada,Las Vegas,79.71
Service,Hospital,Q1,September,Minnesota,Hastings,80.91
Service,Hospital,Q2,March,Nevada,Las Vegas,82.95
Service,Hospital,Q3,January,Minnesota,Hastings,83.31
Service,Hospital,Q1,February,Nevada,Las Vegas,84.52
Service,Hospital,Q2,April,Minnesota,Hastings,83.72
Service,Hospital,Q3,June,Nevada,Las Vegas,84.08
Service,Hospital,Q1,May,Minnesota,Hastings,88.78
Service,Hospital,Q2,July,Nevada,Las Vegas,89.56
Production,Library,Q3,July,Nevada,Las Vegas,90.25
Production,Library,Q1,September,Minnesota,Hastings,91.12
Production,Library,Q2,March,Nevada,Las Vegas,91.47
Production,Library,Q3,January,Minnesota,Hastings,93.04
Production,Library,Q1,February,Nevada,Las Vegas,93.33
Production,Library,Q2,April,Minnesota,Hastings,95.55
Production,Library,Q3,June,Nevada,Las Vegas,96.14
Production,Library,Q1,May,Minnesota,Hastings,95.73
Production,Library,Q2,July,Nevada,Las Vegas,99.53
