Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,March,0.4
Residential,Hotel,Q3,January,1.67
Residential,Hotel,Q4,September,1.3
Residential,Hotel,Q1,August,5.57
Residential,Hotel,Q3,July,5.12
Residential,Hotel,Q4,October,9.07
Residential,Hotel,Q1,November,10.9
Residential,Hotel,Q3,December,11.55
Residential,Hotel,Q4,March,12.58
Production,Apartment,Q1,March,13.99
Production,Apartment,Q3,January,17.01
Production,Apartment,Q4,September,19.85
Production,Apartment,Q1,August,20.67
Production,Apartment,Q3,July,21.92
Production,Apartment,Q4,October,21.65
Production,Apartment,Q1,November,20.26
Production,Apartment,Q3,December,19.0
Production,Apartment,Q4,March,25.78
Culture,House,Q1,March,26.59
Culture,House,Q3,January,25.73
Culture,House,Q4,September,25.59
Culture,House,Q1,August,29.9
Culture,House,Q3,July,26.24
Culture,House,Q4,October,31.69
Culture,House,Q1,November,28.3
Culture,House,Q3,December,39.22
Culture,House,Q4,March,41.86
Residential,Workshop,Q1,March,42.95
Residential,Workshop,Q3,January,41.53
Residential,Workshop,Q4,September,45.23
Residential,Workshop,Q1,August,46.98
Residential,Workshop,Q3,July,47.98
Residential,Workshop,Q4,October,48.5
Residential,Workshop,Q1,November,49.09
Residential,Workshop,Q3,December,51.94
Residential,Workshop,Q4,March,52.61
Production,Factory,Q1,March,53.16
Production,Factory,Q3,January,54.08
Production,Factory,Q4,September,57.17
Production,Factory,Q1,August,58.45
Production,Factory,Q3,July,60.22
Production,Factory,Q4,October,61.11
Production,Factory,Q1,November,64.08
Production,Factory,Q3,December,65.82
Production,Factory,Q4,March,67.59
Culture,Concert,Q1,March,67.29
Culture,Concert,Q3,January,69.32
Culture,Concert,Q4,September,70.23
Culture,Concert,Q1,August,74.47
Culture,Concert,Q3,July,75.51
Culture,Concert,Q4,October,75.49
Culture,Concert,Q1,November,77.25
Culture,Concert,Q3,December,75.28
Culture,Concert,Q4,March,79.12
Residential,Museum,Q1,March,81.68
Residential,Museum,Q3,January,82.83
Residential,Museum,Q4,September,83.24
Residential,Museum,Q1,August,87.01
Residential,Museum,Q3,July,87.75
Residential,Museum,Q4,October,90.53
Residential,Museum,Q1,November,94.52
Residential,Museum,Q3,December,94.0
Residential,Museum,Q4,March,94.63
Production,Theatre,Q1,March,94.1
Production,Theatre,Q3,January,98.69
Production,Theatre,Q4,September,99.77
Production,Theatre,Q1,August,99.04
Production,Theatre,Q3,July,99.6
Production,Theatre,Q4,October,99.52
Production,Theatre,Q1,November,96.29
Production,Theatre,Q3,December,96.9
Production,Theatre,Q4,March,21.08
