Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q2,May,Florida,Tampa,1.59
Residential,Hotel,Q1,April,Illinois,Fort Lauderdale,3.77
Residential,Hotel,Q3,June,Florida,Chicago,5.26
Residential,Hotel,Q2,January,Illinois,Tampa,6.99
Residential,Hotel,Q1,February,Florida,Fort Lauderdale,8.82
Residential,Hotel,Q3,August,Illinois,Chicago,9.92
Residential,Hotel,Q2,July,Florida,Tampa,9.09
Residential,Hotel,Q1,May,Illinois,Fort Lauderdale,11.28
Residential,Hotel,Q3,April,Florida,Chicago,8.9
Culture,Apartment,Q2,May,Florida,Tampa,15.11
Culture,Apartment,Q1,April,Illinois,Fort Lauderdale,17.08
Culture,Apartment,Q3,June,Florida,Chicago,18.93
Culture,Apartment,Q2,January,Illinois,Tampa,20.15
Culture,Apartment,Q1,February,Florida,Fort Lauderdale,22.46
Culture,Apartment,Q3,August,Illinois,Chicago,23.44
Culture,Apartment,Q2,July,Florida,Tampa,24.59
Culture,Apartment,Q1,May,Illinois,Fort Lauderdale,24.28
Culture,Apartment,Q3,April,Florida,Chicago,23.33
Production,House,Q2,May,Florida,Tampa,23.48
Production,House,Q1,April,Illinois,Fort Lauderdale,28.35
Production,House,Q3,June,Florida,Chicago,29.29
Production,House,Q2,January,Illinois,Tampa,29.71
Production,House,Q1,February,Florida,Fort Lauderdale,29.93
Production,House,Q3,August,Illinois,Chicago,33.05
Production,House,Q2,July,Florida,Tampa,35.98
Production,House,Q1,May,Illinois,Fort Lauderdale,37.95
Production,House,Q3,April,Florida,Chicago,42.11
Residential,Theatre,Q2,May,Florida,Tampa,43.87
Residential,Theatre,Q1,April,Illinois,Fort Lauderdale,43.19
Residential,Theatre,Q3,June,Florida,Chicago,46.38
Residential,Theatre,Q2,January,Illinois,Tampa,47.69
Residential,Theatre,Q1,February,Florida,Fort Lauderdale,48.52
Residential,Theatre,Q3,August,Illinois,Chicago,46.64
Residential,Theatre,Q2,July,Florida,Tampa,50.23
Residential,Theatre,Q1,May,Illinois,Fort Lauderdale,51.09
Residential,Theatre,Q3,April,Florida,Chicago,49.79
Culture,Concert,Q2,May,Florida,Tampa,53.83
Culture,Concert,Q1,April,Illinois,Fort Lauderdale,47.29
Culture,Concert,Q3,June,Florida,Chicago,57.29
Culture,Concert,Q2,January,Illinois,Tampa,58.75
Culture,Concert,Q1,February,Florida,Fort Lauderdale,62.41
Culture,Concert,Q3,August,Illinois,Chicago,62.0
Culture,Concert,Q2,July,Florida,Tampa,64.62
Culture,Concert,Q1,May,Illinois,Fort Lauderdale,64.83
Culture,Concert,Q3,April,Florida,Chicago,66.19
Production,Workshop,Q2,May,Florida,Tampa,71.73
Production,Workshop,Q1,April,Illinois,Fort Lauderdale,76.03
Production,Workshop,Q3,June,Florida,Chicago,77.08
Production,Workshop,Q2,January,Illinois,Tampa,77.24
Production,Workshop,Q1,February,Florida,Fort Lauderdale,79.2
Production,Workshop,Q3,August,Illinois,Chicago,80.61
Production,Workshop,Q2,July,Florida,Tampa,83.4
Production,Workshop,Q1,May,Illinois,Fort Lauderdale,86.55
Production,Workshop,Q3,April,Florida,Chicago,87.97
Residential,Factory,Q2,May,Florida,Tampa,89.32
Residential,Factory,Q1,April,Illinois,Fort Lauderdale,90.77
Residential,Factory,Q3,June,Florida,Chicago,91.84
Residential,Factory,Q2,January,Illinois,Tampa,93.29
Residential,Factory,Q1,February,Florida,Fort Lauderdale,95.8
Residential,Factory,Q3,August,Illinois,Chicago,96.94
Residential,Factory,Q2,July,Florida,Tampa,98.24
Residential,Factory,Q1,May,Illinois,Fort Lauderdale,99.88
Residential,Factory,Q3,April,Florida,Chicago,99.86
