Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,June,1.4
Production,Workshop,Q3,May,2.6
Production,Workshop,Q4,July,4.27
Production,Workshop,Q2,September,7.13
Production,Workshop,Q3,December,7.54
Production,Workshop,Q4,October,12.31
Culture,Factory,Q2,June,21.97
Culture,Factory,Q3,May,21.73
Culture,Factory,Q4,July,26.27
Culture,Factory,Q2,September,30.18
Culture,Factory,Q3,December,33.59
Culture,Factory,Q4,October,33.71
Production,Concert,Q2,June,36.71
Production,Concert,Q3,May,39.64
Production,Concert,Q4,July,41.31
Production,Concert,Q2,September,42.38
Production,Concert,Q3,December,41.96
Production,Concert,Q4,October,42.13
Culture,Museum,Q2,June,48.69
Culture,Museum,Q3,May,50.28
Culture,Museum,Q4,July,52.43
Culture,Museum,Q2,September,60.29
Culture,Museum,Q3,December,62.76
Culture,Museum,Q4,October,67.81
Production,Theatre,Q2,June,71.69
Production,Theatre,Q3,May,73.99
Production,Theatre,Q4,July,79.41
Production,Theatre,Q2,September,90.38
Production,Theatre,Q3,December,98.33
Production,Theatre,Q4,October,98.83
