Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Maryland,Aberdeen,Wind,Storm,0.61
2016,Maryland,Aberdeen,Humidity,Calm,1.34
2016,Maryland,Aberdeen,Temperature,Medium,2.23
2016,Maryland,Aberdeen,Wind,High,3.51
2016,Maryland,Aberdeen,Humidity,21-30,4.26
2016,Maryland,Aberdeen,Temperature,0-10,4.31
2016,Maryland,Aberdeen,Wind,31-40,6.98
2016,Maryland,Aberdeen,Humidity,Storm,7.33
2016,Maryland,Aberdeen,Temperature,Calm,8.94
2018,Oregon,Columbia,Wind,Storm,9.35
2018,Oregon,Columbia,Humidity,Calm,10.09
2018,Oregon,Columbia,Temperature,Medium,11.56
2018,Oregon,Columbia,Wind,High,12.44
2018,Oregon,Columbia,Humidity,21-30,13.15
2018,Oregon,Columbia,Temperature,0-10,14.44
2018,Oregon,Columbia,Wind,31-40,15.3
2018,Oregon,Columbia,Humidity,Storm,14.87
2018,Oregon,Columbia,Temperature,Calm,12.55
2016,Maryland,Baltimore,Wind,Storm,18.77
2016,Maryland,Baltimore,Humidity,Calm,10.52
2016,Maryland,Baltimore,Temperature,Medium,20.62
2016,Maryland,Baltimore,Wind,High,21.62
2016,Maryland,Baltimore,Humidity,21-30,21.33
2016,Maryland,Baltimore,Temperature,0-10,23.31
2016,Maryland,Baltimore,Wind,31-40,22.84
2016,Maryland,Baltimore,Humidity,Storm,24.65
2016,Maryland,Baltimore,Temperature,Calm,26.03
2018,Oregon,Salem,Wind,Storm,27.03
2018,Oregon,Salem,Humidity,Calm,27.58
2018,Oregon,Salem,Temperature,Medium,26.84
2018,Oregon,Salem,Wind,High,27.72
2018,Oregon,Salem,Humidity,21-30,26.36
2018,Oregon,Salem,Temperature,0-10,26.37
2018,Oregon,Salem,Wind,31-40,27.76
2018,Oregon,Salem,Humidity,Storm,6.51
2018,Oregon,Salem,Temperature,Calm,27.05
2016,Maryland,Portland,Wind,Storm,7.58
2016,Maryland,Portland,Humidity,Calm,24.89
2016,Maryland,Portland,Temperature,Medium,8.32
2016,Maryland,Portland,Wind,High,8.08
2016,Maryland,Portland,Humidity,21-30,24.6
2016,Maryland,Portland,Temperature,0-10,9.94
2016,Maryland,Portland,Wind,31-40,10.83
2016,Maryland,Portland,Humidity,Storm,10.2
2016,Maryland,Portland,Temperature,Calm,10.79
2018,Oregon,Redmond,Wind,Storm,12.4
2018,Oregon,Redmond,Humidity,Calm,13.9
2018,Oregon,Redmond,Temperature,Medium,18.62
2018,Oregon,Redmond,Wind,High,25.7
2018,Oregon,Redmond,Humidity,21-30,22.62
2018,Oregon,Redmond,Temperature,0-10,23.23
2018,Oregon,Redmond,Wind,31-40,25.5
2018,Oregon,Redmond,Humidity,Storm,24.94
2018,Oregon,Redmond,Temperature,Calm,25.08
