Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2018,Dairy,Cream,643.71
Export,2018,Meat,Butter,391.46
Export,2018,Beverage,Lamb,528.97
Export,2018,Dairy,Camel,530.85
Export,2018,Meat,Juice,791.85
Export,2018,Beverage,Tea,159.06
Export,2018,Dairy,Coffee,808.66
Export,2018,Meat,Cream,809.05
Export,2018,Beverage,Butter,555.05
Export,2016,Dairy,Cream,446.99
Export,2016,Meat,Butter,706.06
Export,2016,Beverage,Lamb,203.7
Export,2016,Dairy,Camel,975.71
Export,2016,Meat,Juice,207.39
Export,2016,Beverage,Tea,465.02
Export,2016,Dairy,Coffee,720.41
Export,2016,Meat,Cream,851.77
Export,2016,Beverage,Butter,849.13
Export,2018,Dairy,Cream,87.56
Export,2018,Meat,Butter,733.47
Export,2018,Beverage,Lamb,230.04
Export,2018,Dairy,Camel,360.25
Export,2018,Meat,Juice,234.79
Export,2018,Beverage,Tea,243.08
Export,2018,Dairy,Coffee,379.8
Export,2018,Meat,Cream,378.01
Export,2018,Beverage,Butter,251.17
