State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Port Huron,2022,Water,Groundwater,1.46
Michigan,Port Huron,2022,Air,Oxygen-depletion,4.54
Michigan,Port Huron,2022,Water,Chemical,4.55
Michigan,Port Huron,2022,Air,Light,18.18
Michigan,Port Huron,2022,Water,Thermal,-94.07
Michigan,Port Huron,2022,Air,Noise,37.16
California,Detroit,2015,Water,Groundwater,40.51
California,Detroit,2015,Air,Oxygen-depletion,-85.07
California,Detroit,2015,Water,Chemical,-85.19
California,Detroit,2015,Air,Light,-71.44
California,Detroit,2015,Water,Thermal,-67.55
California,Detroit,2015,Air,Noise,61.6
Michigan,Los-Angeles,2022,Water,Groundwater,-57.09
Michigan,Los-Angeles,2022,Air,Oxygen-depletion,72.19
Michigan,Los-Angeles,2022,Water,Chemical,78.14
Michigan,Los-Angeles,2022,Air,Light,-49.23
Michigan,Los-Angeles,2022,Water,Thermal,-45.55
Michigan,Los-Angeles,2022,Air,Noise,-44.56
California,San Francisco,2015,Water,Groundwater,86.85
California,San Francisco,2015,Air,Oxygen-depletion,88.09
California,San Francisco,2015,Water,Chemical,-38.49
California,San Francisco,2015,Air,Light,96.82
California,San Francisco,2015,Water,Thermal,-30.27
California,San Francisco,2015,Air,Noise,-22.65
Michigan,Berkeley,2022,Water,Groundwater,-16.3
Michigan,Berkeley,2022,Air,Oxygen-depletion,-14.98
Michigan,Berkeley,2022,Water,Chemical,-14.13
Michigan,Berkeley,2022,Air,Light,-12.61
Michigan,Berkeley,2022,Water,Thermal,-11.88
Michigan,Berkeley,2022,Air,Noise,-7.04
