Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Michigan,Detroit,Wind,Calm,0.99
2022,Michigan,Detroit,Humidity,Storm,0.76
2022,Michigan,Detroit,Temperature,Breeze,2.36
2022,Michigan,Detroit,Wind,Low,3.73
2022,Michigan,Detroit,Humidity,High,4.3
2022,Michigan,Detroit,Temperature,11-20,5.18
2022,Michigan,Detroit,Wind,0-10,6.86
2022,Michigan,Detroit,Humidity,31-40,4.75
2022,Michigan,Detroit,Temperature,Calm,5.44
2019,Maryland,Flint,Wind,Calm,9.37
2019,Maryland,Flint,Humidity,Storm,6.26
2019,Maryland,Flint,Temperature,Breeze,6.07
2019,Maryland,Flint,Wind,Low,12.79
2019,Maryland,Flint,Humidity,High,13.41
2019,Maryland,Flint,Temperature,11-20,14.39
2019,Maryland,Flint,Wind,0-10,15.92
2019,Maryland,Flint,Humidity,31-40,15.56
2019,Maryland,Flint,Temperature,Calm,17.55
2022,Michigan,Port Huron,Wind,Calm,17.03
2022,Michigan,Port Huron,Humidity,Storm,19.16
2022,Michigan,Port Huron,Temperature,Breeze,19.12
2022,Michigan,Port Huron,Wind,Low,18.58
2022,Michigan,Port Huron,Humidity,High,22.34
2022,Michigan,Port Huron,Temperature,11-20,17.56
2022,Michigan,Port Huron,Wind,0-10,24.78
2022,Michigan,Port Huron,Humidity,31-40,23.51
2022,Michigan,Port Huron,Temperature,Calm,26.65
2019,Maryland,Columbia,Wind,Calm,26.47
2019,Maryland,Columbia,Humidity,Storm,27.78
2019,Maryland,Columbia,Temperature,Breeze,22.55
2019,Maryland,Columbia,Wind,Low,21.55
2019,Maryland,Columbia,Humidity,High,25.67
2019,Maryland,Columbia,Temperature,11-20,0.11
2019,Maryland,Columbia,Wind,0-10,26.04
2019,Maryland,Columbia,Humidity,31-40,28.0
2019,Maryland,Columbia,Temperature,Calm,8.04
2022,Michigan,Baltimore,Wind,Calm,9.27
2022,Michigan,Baltimore,Humidity,Storm,11.93
2022,Michigan,Baltimore,Temperature,Breeze,13.61
2022,Michigan,Baltimore,Wind,Low,16.62
2022,Michigan,Baltimore,Humidity,High,18.17
2022,Michigan,Baltimore,Temperature,11-20,21.78
2022,Michigan,Baltimore,Wind,0-10,22.6
2022,Michigan,Baltimore,Humidity,31-40,22.97
2022,Michigan,Baltimore,Temperature,Calm,23.6
