Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
BSc,Female,Qatari,2016/2017,German,288.88
BSc,Female,Qatari,2022/2023,Spanish,226.53
BSc,Female,Qatari,2020/2021,French,490.1
BSc,Female,Qatari,2017/2018,German,332.76
BSc,Female,Qatari,2016/2017,German,175.02
BSc,Female,Qatari,2022/2023,Spanish,433.56
BSc,Female,Qatari,2020/2021,French,116.57
BSc,Female,Qatari,2017/2018,German,55.3
BSc,Female,Qatari,2016/2017,German,344.63
BSc,Female,Qatari,2022/2023,Spanish,409.48
BSc,Female,Qatari,2020/2021,French,442.86
BSc,Female,Qatari,2017/2018,German,350.12
