State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,Water,Oxygen-depletion,3.67
Oregon,Redmond,Soil,Surface water,52.14
Oregon,Redmond,Air,Chemical,21.67
Oregon,Redmond,Water,Groundwater,22.0
Oregon,Redmond,Soil,Inorganic Fertilizers,23.61
Oregon,Redmond,Air,Inferior Irrigation,55.11
Oregon,Redmond,Water,Urban Activities,25.33
Oregon,Redmond,Soil,Light,-99.97
Oregon,Redmond,Air,Thermal,30.25
Oregon,Redmond,Water,Noise,31.4
Oregon,Redmond,Soil,Oxygen-depletion,-98.75
Oregon,Redmond,Air,Surface water,-95.27
Maryland,Portland,Water,Oxygen-depletion,31.28
Maryland,Portland,Soil,Surface water,-93.24
Maryland,Portland,Air,Chemical,37.82
Maryland,Portland,Water,Groundwater,-90.62
Maryland,Portland,Soil,Inorganic Fertilizers,39.62
Maryland,Portland,Air,Inferior Irrigation,-86.39
Maryland,Portland,Water,Urban Activities,-85.43
Maryland,Portland,Soil,Light,-4.13
Maryland,Portland,Air,Thermal,44.08
Maryland,Portland,Water,Noise,44.6
Maryland,Portland,Soil,Oxygen-depletion,-81.66
Maryland,Portland,Air,Surface water,-81.9
Oregon,Salem,Water,Oxygen-depletion,44.89
Oregon,Salem,Soil,Surface water,-78.29
Oregon,Salem,Air,Chemical,51.82
Oregon,Salem,Water,Groundwater,-76.08
Oregon,Salem,Soil,Inorganic Fertilizers,-80.15
Oregon,Salem,Air,Inferior Irrigation,-77.06
Oregon,Salem,Water,Urban Activities,-73.29
Oregon,Salem,Soil,Light,55.47
Oregon,Salem,Air,Thermal,56.75
Oregon,Salem,Water,Noise,-70.05
Oregon,Salem,Soil,Oxygen-depletion,59.61
Oregon,Salem,Air,Surface water,-69.7
Maryland,Aberdeen,Water,Oxygen-depletion,60.98
Maryland,Aberdeen,Soil,Surface water,62.43
Maryland,Aberdeen,Air,Chemical,-65.42
Maryland,Aberdeen,Water,Groundwater,-65.7
Maryland,Aberdeen,Soil,Inorganic Fertilizers,65.41
Maryland,Aberdeen,Air,Inferior Irrigation,-62.21
Maryland,Aberdeen,Water,Urban Activities,67.27
Maryland,Aberdeen,Soil,Light,-61.37
Maryland,Aberdeen,Air,Thermal,-59.93
Maryland,Aberdeen,Water,Noise,-60.35
Maryland,Aberdeen,Soil,Oxygen-depletion,64.55
Maryland,Aberdeen,Air,Surface water,-56.27
Oregon,Baltimore,Water,Oxygen-depletion,66.33
Oregon,Baltimore,Soil,Surface water,-54.32
Oregon,Baltimore,Air,Chemical,75.75
Oregon,Baltimore,Water,Groundwater,-54.09
Oregon,Baltimore,Soil,Inorganic Fertilizers,-48.86
Oregon,Baltimore,Air,Inferior Irrigation,-47.13
Oregon,Baltimore,Water,Urban Activities,80.7
Oregon,Baltimore,Soil,Light,83.39
Oregon,Baltimore,Air,Thermal,-44.03
Oregon,Baltimore,Water,Noise,81.8
Oregon,Baltimore,Soil,Oxygen-depletion,90.08
Oregon,Baltimore,Air,Surface water,-34.95
Maryland,Columbia,Water,Oxygen-depletion,-32.54
Maryland,Columbia,Soil,Surface water,97.12
Maryland,Columbia,Air,Chemical,97.39
Maryland,Columbia,Water,Groundwater,-23.46
Maryland,Columbia,Soil,Inorganic Fertilizers,-22.62
Maryland,Columbia,Air,Inferior Irrigation,-21.86
Maryland,Columbia,Water,Urban Activities,-13.12
Maryland,Columbia,Soil,Light,-10.34
Maryland,Columbia,Air,Thermal,-9.64
Maryland,Columbia,Water,Noise,62.86
Maryland,Columbia,Soil,Oxygen-depletion,-6.13
Maryland,Columbia,Air,Surface water,-4.44
