Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q2,May,Florida,Fort Lauderdale,0.52
Residential,Hotel,Q3,April,Oregon,Salem,2.1
Residential,Hotel,Q2,August,Florida,Redmond,13.14
Residential,Hotel,Q3,September,Oregon,Fort Lauderdale,21.72
Culture,Apartment,Q2,May,Florida,Fort Lauderdale,21.11
Culture,Apartment,Q3,April,Oregon,Salem,24.18
Culture,Apartment,Q2,August,Florida,Redmond,25.0
Culture,Apartment,Q3,September,Oregon,Fort Lauderdale,27.65
Production,House,Q2,May,Florida,Fort Lauderdale,30.6
Production,House,Q3,April,Oregon,Salem,34.78
Production,House,Q2,August,Florida,Redmond,37.18
Production,House,Q3,September,Oregon,Fort Lauderdale,43.4
Residential,Theatre,Q2,May,Florida,Fort Lauderdale,48.17
Residential,Theatre,Q3,April,Oregon,Salem,48.49
Residential,Theatre,Q2,August,Florida,Redmond,52.31
Residential,Theatre,Q3,September,Oregon,Fort Lauderdale,54.24
Culture,Concert,Q2,May,Florida,Fort Lauderdale,58.52
Culture,Concert,Q3,April,Oregon,Salem,62.05
Culture,Concert,Q2,August,Florida,Redmond,63.45
Culture,Concert,Q3,September,Oregon,Fort Lauderdale,66.92
Production,Workshop,Q2,May,Florida,Fort Lauderdale,75.65
Production,Workshop,Q3,April,Oregon,Salem,77.44
Production,Workshop,Q2,August,Florida,Redmond,84.55
Production,Workshop,Q3,September,Oregon,Fort Lauderdale,85.99
Residential,Factory,Q2,May,Florida,Fort Lauderdale,90.94
Residential,Factory,Q3,April,Oregon,Salem,90.3
Residential,Factory,Q2,August,Florida,Redmond,92.45
Residential,Factory,Q3,September,Oregon,Fort Lauderdale,94.25
