Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2017,Q3,Meat,Chicken,510.18
Import,2017,Q3,Dairy,Camel,520.19
Import,2017,Q3,Cereals,Pork,777.25
Import,2017,Q3,Meat,Milk,913.73
Import,2017,Q3,Dairy,Cream,787.73
Import,2017,Q3,Cereals,Cheese,661.82
Import,2017,Q3,Meat,Oats,924.38
Import,2017,Q3,Dairy,Wheat,802.81
Import,2017,Q3,Cereals,Soybeans,164.88
Import,2019,Q3,Meat,Chicken,551.98
Import,2019,Q3,Dairy,Camel,297.65
Import,2019,Q3,Cereals,Pork,170.41
Import,2019,Q3,Meat,Milk,811.99
Import,2019,Q3,Dairy,Cream,172.84
Import,2019,Q3,Cereals,Cheese,303.99
Import,2019,Q3,Meat,Oats,559.39
Import,2019,Q3,Dairy,Wheat,817.12
Import,2019,Q3,Cereals,Soybeans,946.96
Import,2021,Q3,Meat,Chicken,563.6
Import,2021,Q3,Dairy,Camel,819.41
Import,2021,Q3,Cereals,Pork,53.12
Import,2021,Q3,Meat,Milk,946.95
Import,2021,Q3,Dairy,Cream,826.86
Import,2021,Q3,Cereals,Cheese,958.22
Import,2021,Q3,Meat,Oats,68.46
Import,2021,Q3,Dairy,Wheat,837.96
Import,2021,Q3,Cereals,Soybeans,326.46
Import,2017,Q3,Meat,Chicken,584.16
Import,2017,Q3,Dairy,Camel,585.0
Import,2017,Q3,Cereals,Pork,715.6
Import,2017,Q3,Meat,Milk,335.87
Import,2017,Q3,Dairy,Cream,720.21
Import,2017,Q3,Cereals,Cheese,597.83
Import,2017,Q3,Meat,Oats,342.49
Import,2017,Q3,Dairy,Wheat,612.93
Import,2017,Q3,Cereals,Soybeans,615.6
Import,2019,Q3,Meat,Chicken,615.44
Import,2019,Q3,Dairy,Camel,877.08
Import,2019,Q3,Cereals,Pork,625.33
Import,2019,Q3,Meat,Milk,627.77
Import,2019,Q3,Dairy,Cream,632.51
Import,2019,Q3,Cereals,Cheese,123.92
Import,2019,Q3,Meat,Oats,637.58
Import,2019,Q3,Dairy,Wheat,894.09
Import,2019,Q3,Cereals,Soybeans,767.44
