Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q3,September,0.64
Residential,House,Q2,August,1.86
Residential,House,Q4,July,1.65
Residential,House,Q3,April,2.12
Residential,House,Q2,June,3.66
Residential,House,Q4,November,1.56
Residential,House,Q3,December,6.23
Residential,House,Q2,October,8.82
Residential,House,Q4,September,10.22
Production,Apartment,Q3,September,15.24
Production,Apartment,Q2,August,16.37
Production,Apartment,Q4,July,17.01
Production,Apartment,Q3,April,18.4
Production,Apartment,Q2,June,19.57
Production,Apartment,Q4,November,18.37
Production,Apartment,Q3,December,18.38
Production,Apartment,Q2,October,22.69
Production,Apartment,Q4,September,24.73
Service,Factory,Q3,September,24.97
Service,Factory,Q2,August,29.31
Service,Factory,Q4,July,30.87
Service,Factory,Q3,April,33.94
Service,Factory,Q2,June,42.57
Service,Factory,Q4,November,43.52
Service,Factory,Q3,December,46.28
Service,Factory,Q2,October,48.3
Service,Factory,Q4,September,51.9
Residential,Workshop,Q3,September,52.93
Residential,Workshop,Q2,August,57.1
Residential,Workshop,Q4,July,57.81
Residential,Workshop,Q3,April,60.88
Residential,Workshop,Q2,June,61.21
Residential,Workshop,Q4,November,61.65
Residential,Workshop,Q3,December,65.31
Residential,Workshop,Q2,October,66.18
Residential,Workshop,Q4,September,67.46
Production,School,Q3,September,69.5
Production,School,Q2,August,71.04
Production,School,Q4,July,72.08
Production,School,Q3,April,72.88
Production,School,Q2,June,73.4
Production,School,Q4,November,75.59
Production,School,Q3,December,74.0
Production,School,Q2,October,77.71
Production,School,Q4,September,78.3
Service,Library,Q3,September,81.05
Service,Library,Q2,August,83.82
Service,Library,Q4,July,84.35
Service,Library,Q3,April,85.74
Service,Library,Q2,June,86.18
Service,Library,Q4,November,87.83
Service,Library,Q3,December,88.99
Service,Library,Q2,October,89.32
Service,Library,Q4,September,93.96
