Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2015,Wind,Storm,0.81
2015,Humidity,Breeze,1.19
2015,Temperature,Calm,3.45
2015,Wind,High,5.37
2015,Humidity,Medium,5.11
2015,Temperature,21-30,5.02
2015,Wind,31-40,6.76
2015,Humidity,11-20,11.8
2015,Temperature,Storm,11.6
2017,Wind,Storm,13.9
2017,Humidity,Breeze,13.89
2017,Temperature,Calm,14.78
2017,Wind,High,15.18
2017,Humidity,Medium,17.38
2017,Temperature,21-30,14.41
2017,Wind,31-40,19.57
2017,Humidity,11-20,20.31
2017,Temperature,Storm,21.8
2018,Wind,Storm,21.88
2018,Humidity,Breeze,20.38
2018,Temperature,Calm,24.17
2018,Wind,High,25.96
2018,Humidity,Medium,25.57
2018,Temperature,21-30,25.16
2018,Wind,31-40,26.53
2018,Humidity,11-20,22.35
2018,Temperature,Storm,20.01
