Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q2,June,Oregon,Portland,0.97
Culture,Concert,Q1,April,Oregon,Redmond,3.04
Culture,Concert,Q4,March,Oregon,Portland,4.96
Culture,Concert,Q2,January,Oregon,Redmond,5.6
Culture,Concert,Q1,October,Oregon,Portland,5.57
Culture,Concert,Q4,December,Oregon,Redmond,8.7
Culture,Concert,Q2,November,Oregon,Portland,11.97
Culture,Concert,Q1,June,Oregon,Redmond,12.79
Culture,Concert,Q4,April,Oregon,Portland,12.18
Residential,Theatre,Q2,June,Oregon,Portland,15.94
Residential,Theatre,Q1,April,Oregon,Redmond,16.82
Residential,Theatre,Q4,March,Oregon,Portland,17.8
Residential,Theatre,Q2,January,Oregon,Redmond,15.52
Residential,Theatre,Q1,October,Oregon,Portland,19.02
Residential,Theatre,Q4,December,Oregon,Redmond,19.27
Residential,Theatre,Q2,November,Oregon,Portland,19.89
Residential,Theatre,Q1,June,Oregon,Redmond,18.3
Residential,Theatre,Q4,April,Oregon,Portland,24.97
Production,Museum,Q2,June,Oregon,Portland,25.95
Production,Museum,Q1,April,Oregon,Redmond,26.45
Production,Museum,Q4,March,Oregon,Portland,28.59
Production,Museum,Q2,January,Oregon,Redmond,29.11
Production,Museum,Q1,October,Oregon,Portland,30.82
Production,Museum,Q4,December,Oregon,Redmond,28.72
Production,Museum,Q2,November,Oregon,Portland,32.58
Production,Museum,Q1,June,Oregon,Redmond,34.65
Production,Museum,Q4,April,Oregon,Portland,35.4
Culture,Hotel,Q2,June,Oregon,Portland,36.07
Culture,Hotel,Q1,April,Oregon,Redmond,37.16
Culture,Hotel,Q4,March,Oregon,Portland,39.59
Culture,Hotel,Q2,January,Oregon,Redmond,40.09
Culture,Hotel,Q1,October,Oregon,Portland,43.42
Culture,Hotel,Q4,December,Oregon,Redmond,44.39
Culture,Hotel,Q2,November,Oregon,Portland,44.41
Culture,Hotel,Q1,June,Oregon,Redmond,46.04
Culture,Hotel,Q4,April,Oregon,Portland,45.75
Residential,Apartment,Q2,June,Oregon,Portland,43.03
Residential,Apartment,Q1,April,Oregon,Redmond,47.28
Residential,Apartment,Q4,March,Oregon,Portland,51.01
Residential,Apartment,Q2,January,Oregon,Redmond,52.3
Residential,Apartment,Q1,October,Oregon,Portland,53.52
Residential,Apartment,Q4,December,Oregon,Redmond,51.55
Residential,Apartment,Q2,November,Oregon,Portland,55.45
Residential,Apartment,Q1,June,Oregon,Redmond,52.84
Residential,Apartment,Q4,April,Oregon,Portland,51.92
Production,House,Q2,June,Oregon,Portland,53.63
Production,House,Q1,April,Oregon,Redmond,61.35
Production,House,Q4,March,Oregon,Portland,68.47
Production,House,Q2,January,Oregon,Redmond,69.65
Production,House,Q1,October,Oregon,Portland,70.52
Production,House,Q4,December,Oregon,Redmond,71.29
Production,House,Q2,November,Oregon,Portland,72.2
Production,House,Q1,June,Oregon,Redmond,73.84
Production,House,Q4,April,Oregon,Portland,74.03
Culture,Workshop,Q2,June,Oregon,Portland,75.81
Culture,Workshop,Q1,April,Oregon,Redmond,72.03
Culture,Workshop,Q4,March,Oregon,Portland,71.75
Culture,Workshop,Q2,January,Oregon,Redmond,69.53
Culture,Workshop,Q1,October,Oregon,Portland,81.47
Culture,Workshop,Q4,December,Oregon,Redmond,84.64
Culture,Workshop,Q2,November,Oregon,Portland,85.88
Culture,Workshop,Q1,June,Oregon,Redmond,85.77
Culture,Workshop,Q4,April,Oregon,Portland,87.46
Residential,Factory,Q2,June,Oregon,Portland,87.73
Residential,Factory,Q1,April,Oregon,Redmond,88.91
Residential,Factory,Q4,March,Oregon,Portland,91.71
Residential,Factory,Q2,January,Oregon,Redmond,92.06
Residential,Factory,Q1,October,Oregon,Portland,93.62
Residential,Factory,Q4,December,Oregon,Redmond,94.52
Residential,Factory,Q2,November,Oregon,Portland,95.66
Residential,Factory,Q1,June,Oregon,Redmond,96.35
Residential,Factory,Q4,April,Oregon,Portland,95.26
