Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2020,Nevada,Reno,Wind,Storm,1.16
2020,Nevada,Reno,Humidity,Calm,2.97
2020,Nevada,Reno,Temperature,Medium,2.05
2020,Nevada,Reno,Wind,Low,4.79
2020,Nevada,Reno,Humidity,31-40,1.29
2020,Nevada,Reno,Temperature,0-10,6.82
2020,Nevada,Reno,Wind,11-20,7.02
2020,Nevada,Reno,Humidity,Storm,5.25
2020,Nevada,Reno,Temperature,Calm,9.03
2017,Massachusetts,Boulder City,Wind,Storm,10.57
2017,Massachusetts,Boulder City,Humidity,Calm,11.44
2017,Massachusetts,Boulder City,Temperature,Medium,12.71
2017,Massachusetts,Boulder City,Wind,Low,10.39
2017,Massachusetts,Boulder City,Humidity,31-40,12.36
2017,Massachusetts,Boulder City,Temperature,0-10,15.0
2017,Massachusetts,Boulder City,Wind,11-20,15.12
2017,Massachusetts,Boulder City,Humidity,Storm,17.05
2017,Massachusetts,Boulder City,Temperature,Calm,17.08
2020,Nevada,Boston,Wind,Storm,15.79
2020,Nevada,Boston,Humidity,Calm,20.97
2020,Nevada,Boston,Temperature,Medium,21.15
2020,Nevada,Boston,Wind,Low,20.18
2020,Nevada,Boston,Humidity,31-40,22.91
2020,Nevada,Boston,Temperature,0-10,24.72
2020,Nevada,Boston,Wind,11-20,19.41
2020,Nevada,Boston,Humidity,Storm,26.12
2020,Nevada,Boston,Temperature,Calm,26.49
2017,Massachusetts,Lenox,Wind,Storm,24.52
2017,Massachusetts,Lenox,Humidity,Calm,20.92
2017,Massachusetts,Lenox,Temperature,Medium,10.9
2017,Massachusetts,Lenox,Wind,Low,11.91
2017,Massachusetts,Lenox,Humidity,31-40,13.9
2017,Massachusetts,Lenox,Temperature,0-10,1.46
2017,Massachusetts,Lenox,Wind,11-20,15.72
2017,Massachusetts,Lenox,Humidity,Storm,19.26
2017,Massachusetts,Lenox,Temperature,Calm,19.87
