Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2020,Meat,Chicken,516.1
Import,2020,Dairy,Beef,774.16
Import,2020,Meat,Yoghurt,911.73
Import,2020,Dairy,Milk,406.65
Import,2020,Meat,Cream,920.98
Import,2020,Dairy,Chicken,25.54
Import,2022,Meat,Chicken,923.07
Import,2022,Dairy,Beef,670.06
Import,2022,Meat,Yoghurt,161.69
Import,2022,Dairy,Milk,171.92
Import,2022,Meat,Cream,683.22
Import,2022,Dairy,Chicken,429.56
Import,2018,Meat,Chicken,939.61
Import,2018,Dairy,Beef,685.89
Import,2018,Meat,Yoghurt,47.08
Import,2018,Dairy,Milk,691.86
Import,2018,Meat,Cream,566.78
Import,2018,Dairy,Chicken,578.73
Import,2020,Meat,Chicken,708.0
Import,2020,Dairy,Beef,94.7
Import,2020,Meat,Yoghurt,113.74
Import,2020,Dairy,Milk,886.92
Import,2020,Meat,Cream,376.19
Import,2020,Dairy,Chicken,636.51
