Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2015,Dairy,Milk,384.46
Import,2015,Beverage,Butter,225.9
Import,2015,Cereals,Tea,962.66
Import,2015,Dairy,Soda,642.38
Import,2015,Beverage,Rice,636.99
Import,2015,Cereals,Wheat,581.21
Import,2020,Dairy,Milk,838.65
Import,2020,Beverage,Butter,103.87
Import,2020,Cereals,Tea,838.58
Import,2020,Dairy,Soda,11.72
Import,2020,Beverage,Rice,524.38
Import,2020,Cereals,Wheat,973.63
Import,2015,Dairy,Milk,465.88
Import,2015,Beverage,Butter,692.36
Import,2015,Cereals,Tea,598.35
Import,2015,Dairy,Soda,214.89
Import,2015,Beverage,Rice,572.7
Import,2015,Cereals,Wheat,126.23
