Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,March,1.59
Production,Factory,Q4,January,2.05
Production,Factory,Q2,February,5.99
Production,Factory,Q1,October,8.45
Production,Factory,Q4,December,13.06
Production,Factory,Q2,November,15.48
Production,Factory,Q1,May,19.25
Production,Factory,Q4,April,20.4
Production,Factory,Q2,March,22.72
Service,Workshop,Q1,March,23.81
Service,Workshop,Q4,January,23.07
Service,Workshop,Q2,February,25.14
Service,Workshop,Q1,October,25.52
Service,Workshop,Q4,December,27.48
Service,Workshop,Q2,November,28.12
Service,Workshop,Q1,May,29.18
Service,Workshop,Q4,April,28.53
Service,Workshop,Q2,March,33.07
Production,Administration,Q1,March,33.63
Production,Administration,Q4,January,37.1
Production,Administration,Q2,February,41.82
Production,Administration,Q1,October,48.52
Production,Administration,Q4,December,51.3
Production,Administration,Q2,November,57.72
Production,Administration,Q1,May,57.88
Production,Administration,Q4,April,58.45
Production,Administration,Q2,March,68.96
Service,Hospital,Q1,March,68.42
Service,Hospital,Q4,January,70.64
Service,Hospital,Q2,February,69.14
Service,Hospital,Q1,October,69.17
Service,Hospital,Q4,December,72.46
Service,Hospital,Q2,November,75.5
Service,Hospital,Q1,May,76.44
Service,Hospital,Q4,April,77.38
Service,Hospital,Q2,March,83.89
Production,Library,Q1,March,84.32
Production,Library,Q4,January,87.61
Production,Library,Q2,February,89.05
Production,Library,Q1,October,92.96
Production,Library,Q4,December,93.53
Production,Library,Q2,November,94.67
Production,Library,Q1,May,95.86
Production,Library,Q4,April,97.64
Production,Library,Q2,March,97.54
