Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Apartment,Q2,May,6.82
Residential,Apartment,Q1,June,6.22
Residential,Apartment,Q2,April,12.98
Residential,Apartment,Q1,February,12.0
Residential,Apartment,Q2,March,14.41
Residential,Apartment,Q1,May,16.02
Production,House,Q2,May,17.32
Production,House,Q1,June,18.12
Production,House,Q2,April,19.29
Production,House,Q1,February,16.77
Production,House,Q2,March,18.82
Production,House,Q1,May,22.3
Service,Factory,Q2,May,22.21
Service,Factory,Q1,June,26.12
Service,Factory,Q2,April,31.5
Service,Factory,Q1,February,32.32
Service,Factory,Q2,March,32.44
Service,Factory,Q1,May,36.99
Residential,Workshop,Q2,May,39.26
Residential,Workshop,Q1,June,49.53
Residential,Workshop,Q2,April,51.33
Residential,Workshop,Q1,February,60.37
Residential,Workshop,Q2,March,63.89
Residential,Workshop,Q1,May,64.98
Production,Hospital,Q2,May,68.58
Production,Hospital,Q1,June,69.47
Production,Hospital,Q2,April,69.63
Production,Hospital,Q1,February,72.42
Production,Hospital,Q2,March,73.46
Production,Hospital,Q1,May,73.43
Service,Administration,Q2,May,73.68
Service,Administration,Q1,June,77.92
Service,Administration,Q2,April,80.06
Service,Administration,Q1,February,85.57
Service,Administration,Q2,March,86.36
Service,Administration,Q1,May,88.31
Residential,School,Q2,May,89.99
Residential,School,Q1,June,92.82
Residential,School,Q2,April,93.52
Residential,School,Q1,February,94.43
Residential,School,Q2,March,99.33
Residential,School,Q1,May,99.87
