Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2019,Q2,Cereals,Soybeans,129.35
Export,2019,Q2,Beverage,Oats,770.93
Export,2019,Q2,Cereals,Tea,920.02
Export,2019,Q2,Beverage,Soda,288.54
Export,2019,Q2,Cereals,Juice,162.96
Export,2019,Q2,Beverage,Soybeans,293.77
Export,2020,Q2,Cereals,Soybeans,549.56
Export,2020,Q2,Beverage,Oats,170.19
Export,2020,Q2,Cereals,Tea,49.63
Export,2020,Q2,Beverage,Soda,52.07
Export,2020,Q2,Cereals,Juice,308.79
Export,2020,Q2,Beverage,Soybeans,191.38
Export,2019,Q2,Cereals,Soybeans,839.7
Export,2019,Q2,Beverage,Oats,327.42
Export,2019,Q2,Cereals,Tea,843.27
Export,2019,Q2,Beverage,Soda,78.22
Export,2019,Q2,Cereals,Juice,469.92
Export,2019,Q2,Beverage,Soybeans,728.91
Export,2020,Q2,Cereals,Soybeans,731.13
Export,2020,Q2,Beverage,Oats,228.95
Export,2020,Q2,Cereals,Tea,103.96
Export,2020,Q2,Beverage,Soda,245.33
Export,2020,Q2,Cereals,Juice,633.36
Export,2020,Q2,Beverage,Soybeans,767.43
