Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2022,Dairy,Butter,641.49
Export,2022,Beverage,Milk,903.75
Export,2022,Dairy,Cream,535.28
Export,2022,Beverage,Juice,292.49
Export,2022,Dairy,Tea,807.44
Export,2022,Beverage,Butter,426.31
Export,2017,Dairy,Butter,300.98
Export,2017,Beverage,Milk,302.5
Export,2017,Dairy,Cream,62.01
Export,2017,Beverage,Juice,702.22
Export,2017,Dairy,Tea,327.6
Export,2017,Beverage,Butter,595.98
Export,2018,Dairy,Butter,471.46
Export,2018,Beverage,Milk,220.5
Export,2018,Dairy,Cream,864.61
Export,2018,Beverage,Juice,866.96
Export,2018,Dairy,Tea,356.91
Export,2018,Beverage,Butter,869.51
Export,2022,Dairy,Butter,240.35
Export,2022,Beverage,Milk,497.7
Export,2022,Dairy,Cream,755.26
Export,2022,Beverage,Juice,500.97
Export,2022,Dairy,Tea,502.43
Export,2022,Beverage,Butter,893.48
