Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q3,August,1.08
Culture,Concert,Q2,September,2.94
Culture,Concert,Q1,June,3.64
Culture,Concert,Q3,April,2.64
Culture,Concert,Q2,January,4.3
Culture,Concert,Q1,March,2.55
Culture,Concert,Q3,February,5.96
Culture,Concert,Q2,August,8.19
Culture,Concert,Q1,September,8.42
Production,Museum,Q3,August,10.33
Production,Museum,Q2,September,3.73
Production,Museum,Q1,June,3.05
Production,Museum,Q3,April,14.28
Production,Museum,Q2,January,17.09
Production,Museum,Q1,March,19.11
Production,Museum,Q3,February,20.47
Production,Museum,Q2,August,20.75
Production,Museum,Q1,September,22.41
Residential,Theatre,Q3,August,23.34
Residential,Theatre,Q2,September,21.17
Residential,Theatre,Q1,June,25.93
Residential,Theatre,Q3,April,27.11
Residential,Theatre,Q2,January,29.05
Residential,Theatre,Q1,March,30.45
Residential,Theatre,Q3,February,31.66
Residential,Theatre,Q2,August,32.58
Residential,Theatre,Q1,September,33.28
Culture,Factory,Q3,August,34.35
Culture,Factory,Q2,September,33.53
Culture,Factory,Q1,June,40.78
Culture,Factory,Q3,April,50.56
Culture,Factory,Q2,January,52.27
Culture,Factory,Q1,March,55.2
Culture,Factory,Q3,February,56.95
Culture,Factory,Q2,August,57.01
Culture,Factory,Q1,September,62.16
Production,Workshop,Q3,August,63.64
Production,Workshop,Q2,September,64.53
Production,Workshop,Q1,June,65.97
Production,Workshop,Q3,April,66.27
Production,Workshop,Q2,January,67.31
Production,Workshop,Q1,March,66.3
Production,Workshop,Q3,February,67.6
Production,Workshop,Q2,August,70.91
Production,Workshop,Q1,September,67.06
Residential,House,Q3,August,74.04
Residential,House,Q2,September,75.23
Residential,House,Q1,June,76.36
Residential,House,Q3,April,77.12
Residential,House,Q2,January,79.73
Residential,House,Q1,March,81.79
Residential,House,Q3,February,83.17
Residential,House,Q2,August,83.88
Residential,House,Q1,September,86.91
Culture,Apartment,Q3,August,88.12
Culture,Apartment,Q2,September,88.66
Culture,Apartment,Q1,June,90.96
Culture,Apartment,Q3,April,93.08
Culture,Apartment,Q2,January,94.8
Culture,Apartment,Q1,March,95.51
Culture,Apartment,Q3,February,98.36
Culture,Apartment,Q2,August,99.96
Culture,Apartment,Q1,September,99.37
