Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q1,January,1.49
Service,Hospital,Q4,February,1.34
Service,Hospital,Q1,March,1.13
Service,Hospital,Q4,October,6.6
Service,Hospital,Q1,December,7.56
Service,Hospital,Q4,January,8.2
Residential,Library,Q1,January,8.13
Residential,Library,Q4,February,10.42
Residential,Library,Q1,March,12.11
Residential,Library,Q4,October,14.87
Residential,Library,Q1,December,19.0
Residential,Library,Q4,January,30.47
Culture,Administration,Q1,January,32.4
Culture,Administration,Q4,February,35.88
Culture,Administration,Q1,March,41.91
Culture,Administration,Q4,October,42.23
Culture,Administration,Q1,December,45.17
Culture,Administration,Q4,January,48.2
Service,Apartment,Q1,January,49.71
Service,Apartment,Q4,February,49.23
Service,Apartment,Q1,March,50.52
Service,Apartment,Q4,October,57.07
Service,Apartment,Q1,December,58.21
Service,Apartment,Q4,January,60.44
Residential,House,Q1,January,62.05
Residential,House,Q4,February,63.74
Residential,House,Q1,March,0.16
Residential,House,Q4,October,67.58
Residential,House,Q1,December,68.91
Residential,House,Q4,January,71.93
Culture,Concert,Q1,January,71.19
Culture,Concert,Q4,February,72.64
Culture,Concert,Q1,March,76.06
Culture,Concert,Q4,October,77.59
Culture,Concert,Q1,December,78.5
Culture,Concert,Q4,January,79.18
Service,Museum,Q1,January,80.34
Service,Museum,Q4,February,82.93
Service,Museum,Q1,March,83.96
Service,Museum,Q4,October,84.28
Service,Museum,Q1,December,84.36
Service,Museum,Q4,January,87.15
Residential,Theatre,Q1,January,89.86
Residential,Theatre,Q4,February,89.99
Residential,Theatre,Q1,March,93.24
Residential,Theatre,Q4,October,94.57
Residential,Theatre,Q1,December,95.8
Residential,Theatre,Q4,January,96.46
