Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q3,Meat,Camel,640.43
Import,2021,Q3,Beverage,Lamb,129.76
Import,2021,Q3,Cereals,Duck,259.64
Import,2021,Q3,Meat,Coffee,134.49
Import,2021,Q3,Beverage,Juice,15.82
Import,2021,Q3,Cereals,Tea,783.97
Import,2021,Q3,Meat,Seeds,145.22
Import,2021,Q3,Beverage,Soybeans,402.6
Import,2021,Q3,Cereals,Camel,787.8
Import,2017,Q3,Meat,Camel,410.36
Import,2017,Q3,Beverage,Lamb,411.65
Import,2017,Q3,Cereals,Duck,666.48
Import,2017,Q3,Meat,Coffee,796.09
Import,2017,Q3,Beverage,Juice,924.68
Import,2017,Q3,Cereals,Tea,292.58
Import,2017,Q3,Meat,Seeds,684.19
Import,2017,Q3,Beverage,Soybeans,943.73
Import,2017,Q3,Cereals,Camel,50.1
Import,2018,Q3,Meat,Camel,692.26
Import,2018,Q3,Beverage,Lamb,442.85
Import,2018,Q3,Cereals,Duck,826.08
Import,2018,Q3,Meat,Coffee,68.55
Import,2018,Q3,Beverage,Juice,964.86
Import,2018,Q3,Cereals,Tea,328.43
Import,2018,Q3,Meat,Seeds,202.02
Import,2018,Q3,Beverage,Soybeans,460.85
Import,2018,Q3,Cereals,Camel,332.54
Import,2021,Q3,Meat,Camel,462.71
Import,2021,Q3,Beverage,Lamb,972.11
Import,2021,Q3,Cereals,Duck,209.58
Import,2021,Q3,Meat,Coffee,81.15
Import,2021,Q3,Beverage,Juice,345.88
Import,2021,Q3,Cereals,Tea,731.88
Import,2021,Q3,Meat,Seeds,738.83
Import,2021,Q3,Beverage,Soybeans,483.71
Import,2021,Q3,Cereals,Camel,740.81
Import,2017,Q3,Meat,Camel,486.93
Import,2017,Q3,Beverage,Lamb,871.12
Import,2017,Q3,Cereals,Duck,616.3
Import,2017,Q3,Meat,Coffee,107.97
Import,2017,Q3,Beverage,Juice,879.23
Import,2017,Q3,Cereals,Tea,499.77
Import,2017,Q3,Meat,Seeds,505.16
Import,2017,Q3,Beverage,Soybeans,125.63
Import,2017,Q3,Cereals,Camel,383.16
