Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2020,Massachusetts,Boston,Temperature,11-20,1.16
2020,Massachusetts,Boston,Wind,0-10,2.1
2020,Massachusetts,Boston,Temperature,Storm,3.87
2020,Massachusetts,Boston,Wind,Calm,2.74
2017,California,Lenox,Temperature,11-20,5.51
2017,California,Lenox,Wind,0-10,3.1
2017,California,Lenox,Temperature,Storm,7.36
2017,California,Lenox,Wind,Calm,7.52
2020,Massachusetts,Cambridge,Temperature,11-20,9.08
2020,Massachusetts,Cambridge,Wind,0-10,9.16
2020,Massachusetts,Cambridge,Temperature,Storm,7.73
2020,Massachusetts,Cambridge,Wind,Calm,12.01
2017,California,Berkeley,Temperature,11-20,13.03
2017,California,Berkeley,Wind,0-10,14.7
2017,California,Berkeley,Temperature,Storm,13.6
2017,California,Berkeley,Wind,Calm,16.37
2020,Massachusetts,Malibu,Temperature,11-20,16.31
2020,Massachusetts,Malibu,Wind,0-10,18.77
2020,Massachusetts,Malibu,Temperature,Storm,15.09
2020,Massachusetts,Malibu,Wind,Calm,13.68
2017,California,San Francisco,Temperature,11-20,21.71
2017,California,San Francisco,Wind,0-10,22.69
2017,California,San Francisco,Temperature,Storm,17.09
2017,California,San Francisco,Wind,Calm,4.66
