Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,September,Oregon,Salem,7.87
Culture,Concert,Q1,August,Oregon,Salem,8.22
Culture,Concert,Q4,January,Oregon,Salem,10.44
Culture,Concert,Q3,February,Oregon,Salem,12.0
Culture,Concert,Q1,March,Oregon,Salem,12.19
Culture,Concert,Q4,December,Oregon,Salem,12.85
Culture,Concert,Q3,November,Oregon,Salem,16.98
Culture,Concert,Q1,October,Oregon,Salem,23.2
Culture,Concert,Q4,September,Oregon,Salem,24.17
Residential,Theatre,Q3,September,Oregon,Salem,25.38
Residential,Theatre,Q1,August,Oregon,Salem,26.88
Residential,Theatre,Q4,January,Oregon,Salem,26.17
Residential,Theatre,Q3,February,Oregon,Salem,31.98
Residential,Theatre,Q1,March,Oregon,Salem,32.69
Residential,Theatre,Q4,December,Oregon,Salem,34.9
Residential,Theatre,Q3,November,Oregon,Salem,41.33
Residential,Theatre,Q1,October,Oregon,Salem,47.29
Residential,Theatre,Q4,September,Oregon,Salem,48.99
Culture,Apartment,Q3,September,Oregon,Salem,52.98
Culture,Apartment,Q1,August,Oregon,Salem,53.35
Culture,Apartment,Q4,January,Oregon,Salem,56.37
Culture,Apartment,Q3,February,Oregon,Salem,61.64
Culture,Apartment,Q1,March,Oregon,Salem,70.93
Culture,Apartment,Q4,December,Oregon,Salem,71.59
Culture,Apartment,Q3,November,Oregon,Salem,70.83
Culture,Apartment,Q1,October,Oregon,Salem,71.2
Culture,Apartment,Q4,September,Oregon,Salem,77.46
Residential,House,Q3,September,Oregon,Salem,78.68
Residential,House,Q1,August,Oregon,Salem,81.75
Residential,House,Q4,January,Oregon,Salem,81.94
Residential,House,Q3,February,Oregon,Salem,81.56
Residential,House,Q1,March,Oregon,Salem,81.06
Residential,House,Q4,December,Oregon,Salem,85.49
Residential,House,Q3,November,Oregon,Salem,86.41
Residential,House,Q1,October,Oregon,Salem,87.01
Residential,House,Q4,September,Oregon,Salem,89.21
Culture,Hotel,Q3,September,Oregon,Salem,90.4
Culture,Hotel,Q1,August,Oregon,Salem,90.52
Culture,Hotel,Q4,January,Oregon,Salem,92.0
Culture,Hotel,Q3,February,Oregon,Salem,93.55
Culture,Hotel,Q1,March,Oregon,Salem,94.77
Culture,Hotel,Q4,December,Oregon,Salem,95.18
Culture,Hotel,Q3,November,Oregon,Salem,96.02
Culture,Hotel,Q1,October,Oregon,Salem,97.77
Culture,Hotel,Q4,September,Oregon,Salem,98.66
