State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Salem,2017,Soil,Industrial,1.13
Oregon,Salem,2017,Air,Inferior Irrigation,3.03
Oregon,Salem,2017,Soil,Thermal,9.75
Oregon,Salem,2017,Air,Light,10.68
Oregon,Salem,2017,Soil,Noise,9.23
Oregon,Salem,2017,Air,Industrial,14.96
Nevada,Redmond,2018,Soil,Industrial,19.64
Nevada,Redmond,2018,Air,Inferior Irrigation,19.94
Nevada,Redmond,2018,Soil,Thermal,-98.67
Nevada,Redmond,2018,Air,Light,34.12
Nevada,Redmond,2018,Soil,Noise,34.66
Nevada,Redmond,2018,Air,Industrial,-90.54
Oregon,Las Vegas,2017,Soil,Industrial,43.03
Oregon,Las Vegas,2017,Air,Inferior Irrigation,47.01
Oregon,Las Vegas,2017,Soil,Thermal,53.87
Oregon,Las Vegas,2017,Air,Light,-74.24
Oregon,Las Vegas,2017,Soil,Noise,-73.34
Oregon,Las Vegas,2017,Air,Industrial,61.04
Nevada,Boulder City,2018,Soil,Industrial,65.26
Nevada,Boulder City,2018,Air,Inferior Irrigation,65.7
Nevada,Boulder City,2018,Soil,Thermal,-61.66
Nevada,Boulder City,2018,Air,Light,69.44
Nevada,Boulder City,2018,Soil,Noise,73.69
Nevada,Boulder City,2018,Air,Industrial,76.95
Oregon,Reno,2017,Soil,Industrial,-48.42
Oregon,Reno,2017,Air,Inferior Irrigation,84.67
Oregon,Reno,2017,Soil,Thermal,88.18
Oregon,Reno,2017,Air,Light,99.25
Oregon,Reno,2017,Soil,Noise,-27.12
Oregon,Reno,2017,Air,Industrial,-18.77
