Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q3,September,3.12
Culture,Concert,Q2,August,7.42
Culture,Concert,Q3,July,7.47
Culture,Concert,Q2,May,12.37
Culture,Concert,Q3,June,12.35
Culture,Concert,Q2,September,15.26
Service,Theatre,Q3,September,30.75
Service,Theatre,Q2,August,35.68
Service,Theatre,Q3,July,41.25
Service,Theatre,Q2,May,42.88
Service,Theatre,Q3,June,48.8
Service,Theatre,Q2,September,49.88
Culture,Library,Q3,September,52.28
Culture,Library,Q2,August,54.21
Culture,Library,Q3,July,60.15
Culture,Library,Q2,May,65.66
Culture,Library,Q3,June,70.37
Culture,Library,Q2,September,75.26
Service,Hospital,Q3,September,80.92
Service,Hospital,Q2,August,84.98
Service,Hospital,Q3,July,92.44
Service,Hospital,Q2,May,94.53
Service,Hospital,Q3,June,98.7
Service,Hospital,Q2,September,98.56
