Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q2,April,Minnesota,Hastings,11.4
Residential,Hotel,Q3,June,Nevada,Minneapolis,13.06
Residential,Hotel,Q2,September,Minnesota,Reno,26.64
Residential,Hotel,Q3,July,Nevada,Hastings,31.8
Production,House,Q2,April,Minnesota,Hastings,36.8
Production,House,Q3,June,Nevada,Minneapolis,39.93
Production,House,Q2,September,Minnesota,Reno,44.9
Production,House,Q3,July,Nevada,Hastings,46.95
Residential,Apartment,Q2,April,Minnesota,Hastings,48.73
Residential,Apartment,Q3,June,Nevada,Minneapolis,52.53
Residential,Apartment,Q2,September,Minnesota,Reno,52.65
Residential,Apartment,Q3,July,Nevada,Hastings,52.97
Production,Workshop,Q2,April,Minnesota,Hastings,56.25
Production,Workshop,Q3,June,Nevada,Minneapolis,59.04
Production,Workshop,Q2,September,Minnesota,Reno,66.87
Production,Workshop,Q3,July,Nevada,Hastings,67.35
Residential,Factory,Q2,April,Minnesota,Hastings,66.3
Residential,Factory,Q3,June,Nevada,Minneapolis,75.19
Residential,Factory,Q2,September,Minnesota,Reno,77.5
Residential,Factory,Q3,July,Nevada,Hastings,84.86
